premise,hypothesis,gold_label,heuristic,pred_full,pred_hyp_only,pred_prem_only
"The San Francisco Ballet has its main season at the Opera House in the spring, but also puts on performances during December.",The San Francisco Ballet has performances during more than one season.,0,standard,0,1,1
"The translators of the King James Bible were translating the Bible for a Christian audience; for them, the Bible consisted of the Old Testament and the New Testament.",The King James Bible contains only the Old Testament.,2,standard,2,2,1
"The stadium itself, and the kind of activity that took place there, were called agon , a Greek word which originally meant simply `competition,' but which has given us our word `agony.",The word agon originally meant competition in Greek.,0,standard,0,1,2
"The second level of falsity is that Brock defends Hillary only to elevate his own, proprietary scandal.",Some people believe it is false that Brock defends Hillary to elevate himself.,1,standard,0,1,1
"But... but... aboard this ship...?  The officer made a gesture of helplessness, and, surrendering to his bewilderment, fell abruptly silent.",The officer was confused by what was happening aboard the ship.,0,standard,0,1,1
a few years ago i was a student there and spent um a semester studying abroad in London,I have never studied abroad before.,2,standard,2,1,1
Other advisers have echoed this concern.,Only one adviser did not voice concern over this plan.,1,standard,2,2,1
Practice 4: Manage Risk on a Continuing Basis,Chapter four contains a practice exercise on managing risk.,0,standard,0,1,0
The rugged mountains of the Serra de Tramuntana sweep down to the sea so steeply here that there are few points of access and only one harbor and port of any size along the coast.,There are 27 harbors along the mountains,2,standard,2,1,2
but no we usually you know skirt and skirt and blouse or suit or dress is is what you see down here so it's nice with me working at home because i can wear pants,I don't dress up when I work at home.,0,standard,2,1,2
"Last year, you generously donated $-.",You donated money last year.,0,standard,0,1,1
"Your help today will enable us to strengthen further America's philanthropic heritage by expanding the Center's crucial educational, leadership and outreach programs.",We don't plan on expanding at all.,2,standard,2,1,1
The Director still has no strategy for removing information-sharing barriers and-more than two years since 9/11-has only appointed a working group on the subject.,The Director immediately abolished all information sharing barriers.,2,standard,2,2,2
"On August 4, President Bush wrote President Musharraf to request his support in dealing with terrorism and to urge Pakistan to engage actively against al Qaeda.",President Musharraf replied to President Bush right away.,1,standard,1,1,1
"He was allowed plainly to perceive that it was the graceful, elegant young trifler from St. James's, Lord Julian Wade, to whom her every moment was devoted.",She and Lord Julian Wade shared a kiss last night.,1,standard,1,1,1
And who the devil may you be?  he exploded at last.,He quietly murmured to himself the whole time.,2,standard,2,1,1
but they did something a little different with them,The did the same thing as everyone else.,2,standard,2,0,0
We need resources to recruit and develop outstanding teachers.,"We need to hire 100 new, good teachers.",1,standard,1,1,1
"In this case, the rate difference is 9a, which is equal to the cost difference of 6a inflated by the 50% markup.",9a is the most important metric.,1,standard,1,1,1
Out of the tail of his single eye he had espied a trim figure in grey silk that was ascending the companion.,He only has a left eye.,1,standard,2,1,1
uh yeah and i was gonna say uh I'll Fly Away which uh i think it was supposed to uh catch some of the same viewers as uh,I'll Fly Away is my favorite movie and I watch it weekly.,1,standard,1,1,1
"In chapter 5 we described the Southeast Asia travels of Nawaf al Hazmi, Khalid al Mihdhar, and others in January 2000 on the first part of the planes operation.",Khalid al Mihdhar never traveled.,2,standard,2,2,1
yeah there there's something about having a place to live i don't know,Having a place to live is a dream come true.,1,standard,1,1,0
wow maybe i should go see it in a theatre and plan to go out to dinner afterwards so we could sit and talk about it,We can go to dinner after the show.,0,standard,0,1,1
The FBI agent obtained from a foreign government a photo of the person believed to have directed the Cole bombing.,"The photograph was slightly blurry, but the face of the person was still visible.",1,standard,1,1,1
This is not to say that good architecture is merely utilitarian.,The single defining attribute of good architecture is utility.,2,standard,2,1,1
"Look for Emily Dickinson's forthcoming poem, All I Really Need to Know in Poetry I Learned at Microsoft.",Dickenson wrote novels.,2,standard,2,0,2
"On Christmas Day children went knocking on doors and visiting homes, asking for and receiving candy or small toys.",Children carried around big bags for collecting candy and toys on Christmas Day.,1,standard,1,1,1
It takes a partnership of private support and University funding for our law school to continue to grow in stature and influence.,Our law school is supported in part by the Melinda and Bill Gates Foundation.,1,standard,1,1,1
"Fully professional, fully produced theatre has made a difference to children like Becky, Stephanie, Marcus, Emily, and their classmates from across the state of Indiana.",Theatre has helped many children across Indiana.,0,standard,0,1,1
We need these additional resources to continue our efforts to further strengthen GAO and be a model organization for the rest of the federal government and accountability organizations around the world.,We want to make GAO fall apart.,2,standard,2,1,1
The MCI Web site spells out the intended method of measuring these home runs.,The MCI Web site has guidelines that are easy to understand regarding measuring home runs.,1,standard,1,1,1
i never have can't do anything with cakes so,I could never run out of ideas for cake!,2,standard,1,1,1
uh-huh all right bye now,It was great talking to you and I'll talk to you tomorrow.,1,standard,1,1,0
You are important to us and the I.U.,We and the I.U. consider you to be important because you are a prolific donor.,1,standard,1,1,1
exactly and i was very flattered until she told me she the company she was with,She did not flatter me at all.,2,standard,2,2,1
"By May 1, we must conclude membership renewal options for 1991 contributors.",There is space for 1500 members to renew their memberships.,1,standard,1,1,1
There is a difference between canny skepticism and dumbbell skepticism.,Canny skepticism is more common than dumbbell skepticism.,1,standard,1,0,0
the latest contract that was awarded Virginia sued or has got a lawsuit against uh Gratin to stop construction because it was unfairly obtained or something like that you know,The contracts have been very messy.,0,standard,1,1,1
Yet New York state senators and legislators privately admit they assented to the legislation because they were impressed with the ferocity of the support for the bill.,New York state has the more senators than other states.,1,standard,1,1,1
i'm afraid that um i think his name was Anderson was the the gentleman who ran for uh on an independent ticket against Reagan and,Anderson ran against Reagan as an independent.,0,standard,0,1,1
Many languages have this ambiguity.,No other language has this kind of ambiguity.,2,standard,2,1,1
"Fully professional, fully produced theatre has made a difference to children like Becky, Stephanie, Marcus, Emily, and their classmates from across the state of Indiana.","We wish we could afford to create fully professional theatre productions, but we have never had the funds here in Indiana.",2,standard,2,1,1
"We have already come a long way, and much is left to do.",There are exactly five more tasks that must still be accomplished.,1,standard,1,1,2
"The Southeast Air Defense Sector was notified of the event at 9:55, 28 minutes later.",The Southeast Air Defense Sector received word of the event just 28 seconds after it took place.,2,standard,0,1,1
This is a large challenge and a large expectation for any one system of intervention.,"Every kind of intervention has challenges, but some have much more than others.",1,standard,1,1,1
The wonderful connections formed each day are made possible through the support of Society operations.,The Society contributes a lot to the connections that are made.,0,standard,1,1,1
"And he said, Mama, I'm home.",He didn't say a word.,2,standard,2,2,2
The deep blue rug is emblazoned with a full-color Presidential Seal encircled by fifty white stars.,The rug bears the Presidential Seal.,0,standard,0,1,1
"Membership consisted of between thirty and fifty adult men per chapter (called moradas) and were divided into two  common members, called hermanos disciplantes (brothers who discipline), and officers, called hermanos de luz (brothers of light).",These units were responsible for converting native populations in Central America.,1,standard,1,1,2
Culebra was known as the Spanish Virgin Island until the American takeover it lies halfway between Puerto Rico and St. Thomas in the US Virgin Islands.,Culebra is located nowhere near Puerto Rico and St. Thomas in the US Virgin Islands.,2,standard,2,2,2
This kind of treatment for big contributors is quite routine.,There is nothing new in this kind of treatment for big contributors.,0,standard,0,1,1
She pointed to a patch of equally depressing but bushier shrubbery.,That bush is less bushy than the other.,2,standard,2,1,1
And it makes you feel just awful.,You feel better after an hour.,1,standard,1,1,1
well why don't you start because you've had more time to think about it if you don't mind,Why don't you explain your book to us all.,1,standard,1,1,1
"After Mihdhar left, other students moved into the house.",The pupils went into the home after Mihdhar was gone.,0,standard,0,1,1
Darwin starts with life already here.,Darwin started with life that already existed.,0,standard,0,1,1
"Special coupons are handed out aggressively on the beaches during the day, in hopes of luring the biggest crowd that night.","Coupons are given out on the beach, hoping to attract customers at night.",0,standard,0,1,1
He didn't get to go.,He wasn't allowed to go to the museum's opening.,1,standard,1,1,0
But my job was to put parachutes on it and life preservers when we would load it and start to an overseas location.,I shipped them out.,0,standard,2,0,1
"I already told him, I tried to explain to him that I was frustrated I didn't have all the information I needed.",I told him I didn't want to hear anything else.,2,standard,1,1,1
Provide a professional atmosphere for many talented community actors to hone and perfect their skills.,Community theaters never help actors improve.,2,standard,2,2,1
"Although funding strategies can be improved, funding is available for this work.",There are resources available for these tasks.,0,standard,0,1,1
"They had wound up starting out to New York to visit some relatives of this, this cousin, and they just stayed and he didn't know how to get back, so he just stayed with them.",He never visited his family.,2,standard,2,1,1
I'll not be bubbled by what Wolverstone has said.,I felt very bubbled by the words of Wolverstone.,2,standard,2,1,0
"As a result, neither the U.S. nor the Saudi people appreciated all the dimensions of the bilateral relationship, including the Saudi role in U.S. strategies to promote the Middle East peace process.",The Saudis refused to work with the US and instead pushed violence.,2,standard,2,1,1
yeah but i don't think we're gonna to do it because it's uh you can't get local stations and that's the news that we're mostly interested in,The price is pretty good.,1,standard,1,1,1
yeah they weren't course they weren't talking about uh where you know you're absolutely unable to care for them but it was it you know they would come from large extended families,Some people can't care for elderly relatives because their homes have lots of stairs.,1,standard,1,1,1
"15 The commander wants us to do something, and has used the language of the law to move us toward action.",The commander knows that we will never listen to anything he says.,2,standard,2,1,1
"The good Dr. Spooner, a kind man with white hair and cherubic face, served New College for a half century as distinguished scholar and able administrator.",Dr. Spooner was a part of New College for decades.,0,standard,0,1,1
Additional time is usually needed to develop the action plan.,They can develop the plan faster than expected.,2,standard,1,1,1
No difference exists between younger and older classmates in achievement test scores.,Young and old classmates have different test results as age is a factor,2,standard,2,1,0
"But her work on the bench affects the lives of the underprivileged, as Zelon puts it, one by one.",Her work as a judge helped poor people.,0,standard,1,1,1
"When civil society turns a deaf ear, crazy ideas lose their edge.",Crazy ideas are less edgy when they are ignored by civil society.,0,standard,0,1,1
An extensive program of refurbishment is due to be finished by late 2001.,The refurbishment program will end before the year 2001 begins.,2,standard,2,1,1
"Members of car clubs are referred to as  clubbers,  and they compete for trophies, ride in car caravans, and often participate in fund-raising events.",Members of car clubs do not ride.,2,standard,2,2,1
The simplicity of Sant Pau's Romanesque lines is an agreeable change from the extravagance of Barcelona's modernisme and the intricacies of Gothic architecture.,Sant Pau has churches.,1,standard,1,1,1
"In that garden's main avenue, that was fringed with palm and sandalwood, he had caught sight of Miss Bishop alone.",There was absolutely no one at the garden whatsoever.,2,standard,2,1,2
"As a Protestant, Pierre du Calvet was appointed by the British justice of the peace but then ended up in jail himself for selling supplies and information to the American invaders.",Pierre was arrested for selling to the Americans among other things.,1,standard,0,1,1
"Visitors will have the opportunity to view changing shows in the Hilbert Conservatory  Butterflies Are Free, Wizard of Oz, Toyland, and Flights of Fantasy.",Visitors will be able to see several shows in the Hilbert Conservatory.,0,standard,0,1,1
"While statement is better, answer gives the mental picture of completion.",Statement is preferable.,0,standard,2,0,1
yeah i have a credit union,I do have a credit union I go to.,0,standard,1,1,0
good brother -- this expression of common present usage is found in Julius Caesar (iv.,The term good brother has only been used since the 20th Century.,2,standard,2,2,1
"Strange, is it not, that we pay no attention to one of the most profound features of the world right smack in front of our collective nose?",We don't look at that famous building?,1,standard,1,1,0
Current security requirements nurture overclassification and excessive compartmentation of information among agencies.,Security requirements are much stricter than they previously were.,1,standard,2,1,2
"In this poem, Joaquan lives and flees in a ship to Mexico or South America, and the body that is decapitated is actually that of his good friend Ramen.",The dead body belongs to Ramen.,0,standard,0,2,2
"To put the matter differently, I could write an essay called  The Perils of Literacy  or  A Little Literacy Is a Dangerous Thing.",There could be other titles for a book I could write about the dangers of literacy.,1,standard,1,1,1
The constitutional text of 1787 had stipulated a right of slave owners to recover slaves who had escaped into free territory.,In 1787 a law was passed that stopped people from reclaiming any slaves that had made it to free lands.,2,standard,2,1,1
"And so she sat back down, and, you know, they were still chatting, and they could still see this person, and this person was walking really, really fast.",She stayed silent and looked down at her desk.,2,standard,2,1,1
"'  My further point is that to be totally successful, a dictionary of this kind requires far more than the academic skills of a place-name specialist.",A dictionary requires only a specialist's skills.,2,standard,2,2,1
"The audience is invisible; each viewer is in his little cubicle, called a living room.",The audience is hidden because of the cubicles.,1,standard,0,1,1
"There the scene is less relaxed and the language problem might daunt you, but at least you'll be able to catch a glimpse of Chinese consumer society.",It is a good idea to have a translator with you.,1,standard,1,1,1
"The CIA unloaded the, the film, taken them to the United Nations the next day.",The CIA kept the film for themselves.,2,standard,2,2,1
"As with all gifts to the Institute, 100% of your contribution will be used directly for research.",Every penny goes towards cancer research.,1,standard,1,1,2
"Civic's revenue comes from full houses, workshop and program tuitions, facility rental, foundations, corporate sponsors and individual contributions from supporters like you.",People give us money to help us fill the $1million budget gap.,1,standard,1,1,1
Boston  A second one just hit the Trade Center.,The Trade Center was hit by a train.,1,standard,1,1,2
now that's one of the best deterrents for a robber is a noisy neighbor even if the neighbor's got a noisy dog that's a deterrent because they know that that dog's going to bark,Robbers know dogs will be quiet soon.,2,standard,1,1,1
Photograph of Bill Clinton on the Slate Table of Contents by Kevin Lamarque/Reuters.,The Slate Table of Contents includes a photograph of President Clinton.,0,standard,0,1,2
It would not explode without the trigger.,The trigger makes the bomb explode..,1,standard,0,1,0
Next to the church is all that remains of Contra-Aquincum an excavated square with benches and a small display of tablets and reliefs found on the site.,The square had nowhere to sit.,2,standard,2,2,1
"In Santa Fe, where the Hispanic heritage and population remain considerable, the new pseudo-Spanish names are more apt to be correct than in, say, California or Tucson.",There are a lot of Spanish names in Santa Fe.,0,standard,0,1,1
The system also chose passengers at random to receive additional security scrutiny.,Some passengers get checked more thoroughly by security.,0,standard,0,1,1
And it makes you feel just awful.,It makes you feel great.,2,standard,2,1,1
No.  Blood closed his telescope.,There was blood around the telescope.,0,standard,0,1,0
"Louisa May Alcott and Nathaniel Hawthorne resided on Pinckney Street, while Beacon Street which Oliver Wendell Holmes dubbed  the sunny street that holds the sifted few  boasted historian William Prescott.",Hawthorne lived on Pinckney Street.,0,standard,0,0,2
expensive you can get a lot of money in that kind of stuff especially the good stuff,You can get paid a lot for that.,0,standard,0,1,1
This proposal initially drew some jeers from pundits whose contempt for Forbes is pretty obvious.,Most people dislike Forbes.,1,standard,1,1,1
"As a result, his salary was raised and his other allowances stipend increased significantly, from approximately $465 to $3,925 a month, remaining at that level until December 2000.",He needed more money in order to travel.,1,standard,1,1,1
Some of the most controversial provisions of the Patriot Act are to sunset at the end of 2005.,The entire Patriot Act will remain in force until at least 2010.,2,standard,2,1,1
This is a large challenge and a large expectation for any one system of intervention.,Most interventions are perfect.,2,standard,2,1,1
"By the time he entered his sixties, in 1895, Skeat gave the impression that he was beginning to take these matters a little less",As Skeat got older he gave off the feeling that he took these matters less.,0,standard,0,1,1
"It means everything to Becky, Stephanie, Marcus and Emily, and students like them.",Becky doesn't care about it at all.,2,standard,2,1,1
good brother -- this expression of common present usage is found in Julius Caesar (iv.,The term good brother is used to refer to a brother in law.,1,standard,1,1,1
How old are  young people ?,I know exactly how old young people are.,2,standard,2,1,2
"Tuesday, Bush warned, Too often, on social issues, my party has painted an image of America slouching toward Gomorrah.",Bush warned on a weekday that his party often painted an image on social issues.,0,standard,2,1,2
Today these Germanisms do not even stay put in the United States.,Nowadays these Germanisms do not even stay in the same location in the United states.,0,standard,0,1,1
Dr. Gentilello recommends the development of an ED alcohol research center.,An ED alcohol research center is recommended by some.,0,standard,0,1,1
"In the fitness landscape, image, mutation, recombination, and selection can conspire to pull evolving populations upward toward the peaks of high fitness.",Many factors work together to pull evolving populations to higher fitness levels.,0,standard,0,1,1
The deep blue rug is emblazoned with a full-color Presidential Seal encircled by fifty white stars.,The rug is neon green and has a picture of Bart Simpson on it.,2,standard,2,1,1
Executives could also receive a rating of provisional or fail for each element.,Each element the executive is tested on could result in different ratings.,0,standard,0,1,1
TV dinners carry a terrible stigma.,Breakfast and lunch are the only meals that appear on TV.,2,standard,1,1,0
"I cannot think why you should trouble to put yourself on your defence,   she discouraged him.",The defense that was put forth by her was insufficient.,1,standard,1,1,1
And how did such a cold and unhuman thing like a telecommunications protocol for transferring files between a mainframe and a microcomputer get dubbed Kermit?,Kermit is the name for a certain type of telecommunications protocol.,0,standard,0,1,2
"She's like, But you need to look here, look here, she's gives me like three different places to look in the computer.",She told me where to search.,0,standard,2,1,1
"The area of greatest interest to visitors is the small old quarter that surrounds the cathedral, which sits on a small hill overlooking the bay.",Visitors like the area around the cathedral.,0,standard,0,1,1
John Horgan's review of Richard Dawkins' Climbing Mount Impossible (The Mystery of Life) is interesting.,"John Horgan gave a glowing, five star review of Richard Dawkins' book.",1,standard,1,1,1
"Even if withdrawal were allowed, this may not protect the attorney from ethical obligations to vigorously represent the client, or from claims of malpractice.",The attorney may face liability even if they withdraw from the case.,0,standard,0,1,1
Your gift is important to the celebration of our 85th season.,Every gift we get is not as important as yours.,1,standard,1,1,1
"Civic's revenue comes from full houses, workshop and program tuitions, facility rental, foundations, corporate sponsors and individual contributions from supporters like you.","No one gives us anything, but we have enough money so it's ok.",2,standard,2,1,1
um-hum do you find that you're uh  uh disappointed or pleased with uh uh the performance of like network coverage of news,I think the networks spin the news to make you think what they want you to think.,1,standard,1,1,1
"Um, You need to call Ramona at Concord, mind you she's at an office, actually she's in a client, all the way across town, we're in Monroe, she's in Concord.",Ramona has never been to Concord.,2,standard,2,1,1
do we know what we're going to say,Do you know what script they're going to give us to read?,1,standard,1,1,1
"In turn, object must be on machine for minutes, then machine for minutes, and so on.",The object must be on the machine for more than a single second.,0,standard,0,1,0
Dr. Gentilello recommends the development of an ED alcohol research center.,This research center would employ up to ten people.,1,standard,1,1,1
"Since 1996, households' wealthincome ratio has increased rapidly-peaking at 6.4 in 1999.",Households have been losing a lot of wealth.,2,standard,2,1,1
"The USDA argues, however, that what is needed is more enforcement power, and to that end, it is advancing a bill designed to expand its authority.",The USDA says they need a bigger force.,0,standard,0,1,1
It is an honourable service.,It is an honorable service because it's about saving lives.,1,standard,1,1,1
Population growth is like pollution in reverse.,There is no relation between population growth and pollution.,2,standard,2,2,1
189 and the user costs are estimated in the same way.,They knew the exact user costs.,2,standard,1,1,1
"Come to find out it was a U2 aircraft but we couldn't, we could not say one word about what it was; nothing to our wives, kids or anybody.",We told everyone all about it.,2,standard,2,1,1
It wasn't nothing but a desert; there was sagebrush out on the runway.,There were tumbleweeds blowing across the runway.,1,standard,2,1,2
"Hopes were raised, and also fizzled, over Bahamian citrus and pineapple.","The Bahamian citrus was just a huge success, just as everyone had predicted.",2,standard,2,1,1
"NYPD recording, Special Operations Division radio channel, Sept. 11, 2001.",Recordings were made of some radio transmission in September.,0,standard,0,1,1
"And yet, today the common assumption is that our officials may be trusted with a precise racial and ethnic map of the American nation.",There is no common assumption today.,2,standard,2,1,1
"Nearer to Syntagma, in Koloktroni Square, is the National Historical Museum with a collection of artifacts dating from post-Classical times.",The National Historical Museum has a lot of artifacts from post-Classical times.,0,standard,0,1,1
The State Department has asked Moscow to amend the ABM Treaty--which most missile defense proponents view as an outdated Cold War dinosaur anyway.,The ABM Treaty involves missile defense.,0,standard,0,0,1
"The area of greatest interest to visitors is the small old quarter that surrounds the cathedral, which sits on a small hill overlooking the bay.",The visitors all stay far away from the cathedral.,2,standard,2,2,1
"Why do you run, then?  she asked him coolly, standing slim and straight before him, all in white and very maidenly save in her unnatural composure.","She didn't ask anything, she told him to get out.",2,standard,2,2,1
"702/369-1540) the oldest coffeehouse in Las Vegas and, according to some, still the best in all its Bohemian glory.",There's one coffee house in Vegas that's older than the rest.,0,standard,0,1,1
"Wolverstone squared himself defiantly before his captain   I'll see Colonel Bishop in hell or ever I lies to for him.  And he spat, presumably for purposes of emphasis.",He spit on the ground in an effort to emphasize his point.,0,standard,0,1,1
and uh that was twenty five hundred people when i joined and uh,There is only at the most one hundred people that ever joined.,2,standard,2,1,1
yeah because it's uh it had definitely been through the mill but uh,Yes is have surely gone through a lot.,0,standard,0,1,1
"This stunnngly beautiful 3.3 -acre landmark botanical attraction combines the best of gardening ideas, plant information and inspiring landscape design.",The space has a ton of plants.,0,standard,1,1,1
"Mihdhar gave his intended address as the Marriott Hotel, New York City, but instead spent one night at another New York hotel.","Mihdhar had meant to stay at the Marriott originally, but a last-minute fling led him to stay with a lover.",1,standard,1,1,1
These instruments played together form the basic  orchestra  for several popular musical genres.,"The instruments are violin, bass, and saxophone.",1,standard,1,1,1
Prudie agrees there is something tacky about being seen chewing gum.,Prudie thinks that it is not a good thing to be seen chewing gum.,0,standard,2,1,1
"More than 500 million people annually cross U.S. borders at legal entry points, about 330 million of them noncitizens.",More than half a billion people cross the border at entry points.,0,standard,0,1,2
"There's a gallows waiting for this rascal in Port Royal.   Blood would have intervened at that, but Lord Julian forestalled him.",Port Royal has facilities for punishing criminals.,0,standard,0,0,1
Today these Germanisms do not even stay put in the United States.,These Germanisms are used all over the Americas these days.,1,standard,2,1,1
I need you to do something for me.,I don't need any help.,2,standard,2,1,1
.. why they have so little self-worth that they value the friendship of thieves and killers.,Some of their friends have stolen bubble gum.,1,standard,1,1,1
49 A wage premium allows cream skimmers to obtain an efficiency/cost advantage simply by paying the prevailing wage.,Skimmers pay a lot more than everyone else.,2,standard,1,1,1
Some of the most controversial provisions of the Patriot Act are to sunset at the end of 2005.,The Patriot Act contained several controversial provisions.,0,standard,0,1,1
"He didn't say a time again, so he just got me over there stressing out, and I really don't even know when it's needed.","I wasn't worried at all, it would happen when it happened.",2,standard,2,1,1
I think that's why I remember that.,I didn't remember it at all.,2,standard,2,1,1
"Which do you like better, math or science?","What do you hate more, english or philosophy?",2,standard,2,1,1
"The first Westerner to reach Hawaii was Captain James Cook, the British commander whose mission was to disacover the mythic Northwest Passage linking the Atlantic and Pacific oceans.",James Cook traveled to Hawaii.,0,standard,0,1,1
Colder still and more distant than ever grew his lordship's voice.,The Lord's voice felt both distant and chilling,0,standard,0,1,0
"said my wife, raising an eyebrow.",My wife raised her eyebrows as she spoke.,0,standard,0,1,0
"Hopes were raised, and also fizzled, over Bahamian citrus and pineapple.",Althrough the pineapples tasted great the shipping costs were too high to bring them to market.,1,standard,1,1,1
"The CIA unloaded the, the film, taken them to the United Nations the next day.",The CIA thought the UN needed to see the film right away.,1,standard,1,1,1
"You may also take advantage of our special 2-year membership offer for $30, a savings of almost 60% off our regular 2 year rate.",It costs $30 to be a member for the next two years.,0,standard,0,1,1
"Run Silent, Run Deep, Run the Answer",Run while making noise.,2,standard,2,2,2
"When the ball fell, a huge sign was illuminated and transmitted on every  2000 Discover Card.",The sign lit up in Times Square.,1,standard,1,1,1
Little is known of the earliest Stone Age inhabitants of Europe's southwestern extremity.,10000 people lived in Europe in the Stone Age.,1,standard,1,1,1
"For the rescue efforts, see FDNY report,Report from the Chief of Department, Anthony L. Fusco, in Manning, ed.",The report contains great detail about the rescue efforts.,1,standard,1,1,2
