premise,hypothesis,gold_label,heuristic,pred_full,pred_hyp_only,pred_prem_only
"Wilhelm Killmayer (21 August 1927 – 20 August 2017) was a German composer of classical music, a conductor and an academic teacher of composition at the Hochschule für Musik und Theater München from 1973 to 1992. He composed symphonies and song cycles on poems by Friedrich Hölderlin, Joseph von Eichendorff, Georg Trakl and Peter Härtling, among others.",Wilhelm Killmayer passed away after his 95th birthday. ,2,standard,2,1,1
"Anderson Souza Conceição (born 1 February 1994), known as Anderson Talisca or simply Talisca, is a Brazilian professional footballer who plays for Turkish club Beşiktaş, on loan from Portuguese club Benfica. He can play as an attacking midfielder or a forward.",Anderson Souza Conceição is from south america,0,standard,2,1,1
"One percent of America got $89 billion last year in a tax cut, but people working hard, playing by the rules, trying to take care of their kids, family values, that we're supposed to value so much in America -- I'm tired of politicians who talk about family values and don't value families.","One percent of Americans had to pay 89 billion dollars less than they would have to pay if there would be no tax cut, so they got to keep a lot more money",0,standard,1,1,1
"The River Ure is a river in North Yorkshire, England, approximately 74 mi long from its source to the point where it changes name to the River Ouse. It is the principal river of Wensleydale, which is the only one of the major Dales now named after a village rather than its river. The old name for the valley was Yoredale after the river that runs through it.",The river is located in a town with the abbreviation NY,0,standard,2,1,1
Drivers are reporting heavy traffic on the northbound M6 this morning following reports of debris on the road. The debris was reported to be at junction 28 for Leyland Way. No official lane closures were in place. Traffic is also reported to be slow leading onto the M65 in both directions between junctions 2 for the M61 and Junction 3 for Bolton Road. This is thought to have been caused by earlier flooding. Matrix signs have been set to 40mph.,Traffic is reported to be fast on M62.,1,standard,2,1,1
Japan's Toshiba Corp. announced Tuesday that it has developed the first laptop computer with its new HD DVD drive: a next-generation disc format it is promoting over a rival standard pushed by Sony Corp.,Sony and Toshiba are in the same business sector,0,standard,1,1,1
"When it was first announced there would be another Grinch movie, not many were pleased. After the flop that was the 2000 live-action adaptation, another version of the green Christmas-hating creature was always going to be under heavy scrutiny. The Grinch, voiced by Benedict Cumberbatch, premiers in cinemas on Friday, November 9. Some like to know whether it's worth heading to the cinemas before taking the risk.","According to them, people disliked the 2000 movie",0,standard,0,1,1
"On Thursday, February 11, Ed Roberson will read at the University of Chicago. Roberson is the recipient of the 2015 Ron Offen prize and the subject of a special section in the upcoming issue of CR. He will read from his ten books of poetry and present unpublished work. Event co-sponsored by the Ron Offen Poetry Prize Fund and the Program in Poetry & Poetics Thursday, February 11, 6 PM Logan Center for the Arts Seminar Terrace, Room 801 University of Chicago 915 E. 60th St. Free admission",Roberson's poems will appear in a special section in the upcoming issue of CR.,1,standard,0,1,1
We have fought to try to raise the minimum wage in the last years. But the Republican leadership of the House and Senate won't even let us have a vote on it. We're not allowed to vote on it. They don't want to raise the minimum wage. The minimum wage is the lowest minimum wage value it has been in our nation in 50 years.,"The republican leaders do not want a higher minimum wage, that is the reason why they do not allow a vote on it",0,standard,1,1,1
"LONDON, July 28 (Reuters) - Italy's Elio Verde beat Peru's Juan Postigos in the Olympic men's Judo 60kg last 64 at the 2012 London Games on Saturday. Verde won 0100-0001 at ExCeL in London to reach the next round. Results Table Elio Verde (Italy) beat Juan Postigos (Peru) 0100-0001 Kenny Alexander Godoy Godoy (Honduras) beat Zakari Gourouza (Niger) Betkil Shukvani (Georgia) beat Arnie Dickens (Australia) 0103-0000 Ludwig Paischer (Austria) beat Jacob Nel Gnahoui (Benin) 0100-0000",Juan Postigos is from South America.,0,standard,1,1,1
"Following a referendum on secession in a province the bill provides for the House of Commons to determine if a clear majority of the people in that province had clearly expressed a will to cease to be part of Canada, and it sets out factors to be considered in making its determination.", the House of Commons creates bills in Canada,1,standard,1,2,1
"× Stop on by the Eastern & Alger Pop-Up Market GRAND RAPIDS, Mich.– Stop by the Eastern & Alger Pop-Up Market on Saturday for all kinds of goods. Happening from 9 a.m. to 3 p.m. at the Alger Heights Business District. Shoppers can find antiques, homemade decor, and original artwork. The market runs every third Saturday through October, so if you cannot make it, just catch it again next month. It doesn’t cost anything to go, but bring your wallet to grab some good finds.",The market can be visited the third saturday in september.,0,standard,0,1,1
"How to protect chicken combs from winter cold<br>Wait until the evening. To keep a better control over your birds, wait until they have entered the roost for the night before applying any covering. Overnight is when the temperature will be lowest, so it is when your chickens will be most susceptible to frostbite.",Chickens must be protected by their caretakers.,0,standard,1,1,1
"""24 Hours"" is a song by American singer TeeFlii. The song was released on May 12, 2014, by Excuse My Liquor and Epic Records as the lead single from his debut album ""Starr"". It was produced by frequent collaborator DJ Mustard and features American rapper 2 Chainz.",Epic records helped the artist ,0,standard,1,1,1
"Fredrik Herman Gade was born at Frogner Manor near Christiania (now Oslo), Norway. He was a son of United States consul Gerhard Gade (1834–1909) and his American-born wife Helen Allyne. He was a brother of John Allyne Gade, a nephew of Fredrik Georg Gade, Sr and a first cousin of Herman Gerhard Gade and Fredrik Georg Gade, Jr.",Fredrik Herman Gade was a father,1,standard,2,1,2
"ISTANBUL, March 17 (Reuters) - Turkey’s central bank said on Tuesday it would maintain tight monetary policy until there was a significant improvement in the outlook for inflation. In a statement accompanying its decision to leave key interest rates unchanged, the bank said favourable developments in trade and the moderate course of consumer loans would help Turkey’s current account balance to improve.",The outlook for inflation is a key factor in their decisions. ,0,standard,1,1,1
Leaky Pen<br>Tom was at the bank. He was trying to fill out some papers. Unfortunately the bank's pen was leaky. It got all over Tom's hands. The bank apologized profusely.,The bank provided a pen to Tom.,0,standard,0,2,1
"Historically, government intervention at all levels, but certainly at the national level, played a tremendous role in building the fabric of western Canada from the railway through to the oil and gas business through to the wheat board and all of the areas that are considered to be the jewels of the west.","Without the support of the government, the nation wouldn't be nearly as successful",0,standard,1,1,1
"The petitioners are drawing attention to the fact that our region has been heavily affected by the groundfish moratorium imposed by Fisheries and Oceans Canada back in May 1994. Since then, the Atlantic Groundfish Strategy, or TAGS, has been the only means of survival for a large part of our population.","Since 1994 the Atlantic Groundfish Strategy, or TAGS, has been not been the only means of survival for a small part of the population.",0,standard,2,1,1
"Born into Brothels: Calcutta's Red Light Kids is a 2004 Indian-American documentary film about the children of prostitutes in Sonagachi, Kolkata's red light district. The widely acclaimed film, written and directed by Zana Briski and Ross Kauffman, won a string of accolades including the Academy Award for Best Documentary Feature in 2004.","Born into Brothels is a widely acclaimed film, written and directed by Ross Briski and Zana Kauffman",2,standard,0,1,1
"How to check the real bitrate of audio files<br>Understand the bit rate and its affection on the audio quality. Though audio quality depends on many elements such as frequency, compressing method, up-scaled, etc. , but for almost audio files downloaded on the internet, if the bit rate is high (~ 128 kbps or higher), then the sound will be clearer and "" more comfortable "" to hear.",The sound quality of something with 100 kbps will generally not be better than something with 200 kbps.,0,standard,1,1,1
"How to write a korean song<br>Learn the language. Get rid of any thoughts such as "" ah, man! Why does it has to be the language first? ! "". In order to make a korean or any asian type song, you must know the language.",These songs might need you to learn a new language.,0,standard,0,1,1
"As his jubilant nation cheered, Yunus told reporters in the capital of Dhaka that he wants ""to work to create some more new things in the world"" and would use the award money to start a company to produce inexpensive yet nutritious food for poor people and set up an eye hospital to treat impoverished patients.",Yunus told reporters that he would not not not use the award money to not not start a company.,2,standard,2,2,1
How to celebrate small victories in recovery<br>Continue your treatment. The single most effective way to celebrate recovery is to maintain it. Dealing with a mental health condition or addiction is challenging.,This article is talking about recovering from a broken bone.,2,standard,1,1,1
"What is certain, however, is that around 120,000 years ago, at least, the modern Homo sapiens first appeared and lived contemporaneously with the Neanderthal for at least 90,000 years, until the Neanderthal disappeared 30,000 years ago.","Homo sapiens lived at the same time as neanderthals for more than 30,000 years ",0,standard,0,1,1
"Hudson County saw 25 people lose their lives last year in homicides. Still one of the lowest amounts in years. A building owned and managed by the Jersey City Housing Authority has been experiencing heat problems amid a cold weather snap. In Sports, St. Benedict's stuns top Hudson Catholic in boys basketball.",More than two dozen people were killed in Hudson County last year,0,standard,2,1,2
"Mount Pierce is a mountain in the Presidential Range in the White Mountains of New Hampshire that is approximately 4,310 feet (1,314 m) high. Formerly called Mount Clinton for 19th-century governor DeWitt Clinton of New York, in 1913 it was renamed after President Franklin Pierce (1804–69), the only president born in New Hampshire, although the newer name is not universally accepted.","Mount Pierce is lower than 2,500 feet.",2,standard,2,0,1
"How to avoid distractions<br>Shut off your phone and other electronics. Before you dive into working, cleaning, writing or whatever else you need to do, turn off or silence your cell phone and anything else that might prove to be a distraction. This includes the tv, video games, etc.",You need to get out of the house to avoid distractions,1,standard,1,1,1
"Saboot (English: ""Proof"") is an Indian crime series based on the ""howdunit"" format with Anita Kanwar, returning from a six-year hiatus, playing the lead role of CBI officer and Chief of Homicide, Inspector KC. Though it was inspired by many crime series, the ""howdunit"" format and KC's ""dishevelled appearance and clumsiness"" was based on Columbo.",Saboot is an indian series that was inspired by many foreign crime series with the exception of Colombo,2,standard,1,1,2
"The measurement is not: Are we safer? The measurement is: Are we as safe as we ought to be? And there are a host of options that this president had available to him, like making sure that at all our ports in America containers are inspected. Only 95 percent of them -- 95 percent come in today uninspected. That's not good enough.","The speaker is complaining that the president has not personally inspected all of the containers coming into America, even though that's an option available to him.",2,standard,1,1,1
"Nan followed , looking very important , with a large roll in her hand , and Demi escorted Daisy , both evidently brimful of some delightful secret .<br>The museum was all in order , and the sunshine among the hop-vines made pretty shadows on the floor as it peeped through the great window .",Nan is very important.,1,standard,0,1,1
"Jeffrey Wincott (born May 8, 1956) is a Canadian actor and martial artist best known for his Gemini Award-nominated lead role in the television series ""Night Heat."" Wincott currently lives and works in the United States, and has had numerous roles in film, television, and theatre. He is the older brother of actor Michael Wincott.",Jeffrey Wincott was born in 1956 during the eight month.,2,standard,0,1,1
"Notley hopeful attacks on women politicians will fade in coming year After a politically nasty year that saw women politicians face a barrage of attacks on social media and angry demonstrators shouting to have them put behind bars, Premier Rachel Notley is optimistic there will be a return to civil discourse. In a year-end interview with CBC News, Notley reflected on 2016, a year that saw hateful social-media attacks against MLA Sandra Jansen, and chants of “Lock her up” directed at the premier at an anti-carbon tax rally in Edmonton.","Notley reflected on the chants of ""lock her up"" from previous to the year 2016.",2,standard,0,1,1
"And we have a fundamental choice to make. Are we going to step up to the plate as a nation the way we did after World War II, the way that generation of heroes said okay, the United States is going to be the leader. And the world benefitted tremendously from the courage that they showed in those post-war years.",World War III will take place in 2025.,1,standard,1,1,1
"To the world, M. Larry Lawrence, the new U.S. emissary to Switzerland who hosted President Clinton on his Southern California vacation, will be known as Mr. Ambassador.",President Clinton is still president. ,2,standard,2,1,0
"-- what weighs in that balance, because to go back for one second, in practical, economic terms I gather the difference between a copyright that lasts for 100 years, lasts for 1,000 years, lasts forever, is probably something less than 1,000 -- on $1,000 a penny.",A penny does not equal $1000,0,standard,2,2,1
"A Red Bull and a Colonel on a horse will come , but first , my father said , will come the two men making ready the ground for these matters .<br>That is how my father said they always did ; and it is always so when men work magic . '<br>If the woman had sent Kim up to the local Jadoo-Gher with those papers , he would , of course , have been taken over by the Provincial Lodge , and sent to the Masonic Orphanage in the Hills ; but what she had heard of magic she distrusted .",Kim learned magic at the Masonic Orphanage.,2,standard,1,1,1
Catch the Thief<br>The police were trying to catch a neighborhood thief. They decided to stake-out the entire area that night. They didn't catch the thief so decided to continue the stake-out. Four nights later they saw the thief. All the police officers rushed to grab the guy and they caught him.,They staked him out on either a Monday or a Tuesday.,1,standard,1,1,2
"Ron Waller (born February 14, 1933) was a National Football League running back for the Los Angeles Rams from 1955 through 1958 and for the American Football League's Los Angeles Chargers in 1960. He was the head coach of the NFL's San Diego Chargers for the final six games of the 1973 season, and held the same position with the Philadelphia Bell of the World Football League in 1974.",Ran Waller coach game one of the San Diego Chargers' 1973 season.,2,standard,0,2,2
"Mr Lopez Obrador has alleged electoral fraud cost him the presidency, despite a recount confirming Felipe Calderon as Mexico's president-elect.",Obra alleged electoral fraud ,2,standard,2,1,1
"Nail Polish Fiasco<br>Claire was painting her nails. As she was polishing her last nail, her cat came running. It hit the bottle and knocked it over. The bottle spilled all over her white carpet. Claire now has a huge blue stain on her carpet.",The rest of Claire's nails already had polish on them.,0,standard,1,1,1
"History will no doubt properly credit him and his government for their courage and foresight, initiatives such as the free trade agreement with the United States and NAFTA, abolishing the 13.5-per-cent manufacturers sales tax and introducing the 7-per-cent GST consumption tax to spur exports.",He abolished the manufacturer's sales tax and GST consumption tax.,2,standard,0,1,1
"How to treat your girlfriend like a princess<br>Be respectful and kind. Your girlfriend should be made to feel as if she's special. Always speak kindly to her, listen to what she says, and be respectful of her as an individual.",Your girlfriend should have her ego deflated occasionally,2,standard,2,1,1
"Yadira Sanchez Olson/News-Sun T'eon Alexander, 6, of Waukegan gets help from his mom, Nicole, in trying out The Flash for a Halloween costume on Thursday, Oct. 26. T'eon Alexander, 6, of Waukegan gets help from his mom, Nicole, in trying out The Flash for a Halloween costume on Thursday, Oct. 26. (Yadira Sanchez Olson/News-Sun)",Yadira Sanchez Olson/News-Sun T'eon Alexander is a boy,0,standard,1,2,0
"Cleveland search crews have recovered more human remains from the wreckage of a corporate jet carrying six central Ohioans that crashed after takeoff from Burke Lakefront Airport two weeks ago. Cuayhoga County coroner Thomas Gilson says DNA testing will be required to make positive identification. Gilson has said remains found on January 6 on a seat pulled from Lake Erie were those of a male. Airport Commissioner Khalid Bahhur at least 250 pieces of debris have been recovered so far. The victims are a Columbus businessman, his wife, their two sons, their neighbor and their neighbor's daughter.",The commercial airplane crashed on takeoff.,2,standard,0,1,1
"The 2002 South Carolina Gamecocks football team represented the University of South Carolina in the Southeastern Conference (SEC) during the 2002 NCAA Division I-A football season. The Gamecocks were led by Lou Holtz in his fourth season as head coach and played their home games in Williams-Brice Stadium in Columbia, South Carolina. The Gamecocks did not finish the season bowl-eligible.",Lou Holtz was the South Carolina Gamecocks head coach for many years. ,1,standard,0,1,1
"Ear<br>Brian loved to listen to music. Often, he would listen to it very loudly. One day, his ears hurt a lot. He rushed to the doctors immediately. The doctor stated that listening to loud things damages ears.",His ear pain was due to loud music.,0,standard,1,1,1
"Ukrainian soldiers carry the coffin bearing the body of Vadym Zherebylo, a member of self-defense battalion ""Aydar"", who was killed in the fighting in Luhansk region in eastern Ukraine, during a funeral ceremony at Independence Square in central Kiev...more","Zherebylo was killed in Luhansk, which is southeastern Ukraine.",2,standard,2,1,1
"The Bloc Quebecois believes that the renewal of the SFOR mandate in Bosnia-Hercegovina should be accompanied by increased support for the International Crime Tribunal, a more significant support for this international court, which is playing a fundamental role with regards to the aftermath of the conflict in Bosnia-Hercegovina.",The Bloc Quebecois does not believe that the renewal of the SFOR mandate in Bosnia-Hercegovina should not not be accompanied by increased support for the International Crime Tribunal.,2,standard,2,1,1
"The Secret of My Success (sometimes stylized as ""The Secret of My Succe$s"") is a 1987 American comedy film produced and directed by Herbert Ross, and starring Michael J. Fox and Helen Slater. The screenplay was written by A.J. Carothers, Jim Cash and Jack Epps, Jr. from a story written by Carothers.",The story of the film was written by 1 person. ,0,standard,2,1,2
"The ferry owner PT Nur Budi's spokesman blamed Indonesian port authorities for the tragedy. ""The passenger capacity of the ferry is 205 people but the port administrator accepted more passengers as they thought it was possible,"" he said. The National Meteorological and Geophysics Agency, however, had published and raised an alert signal about high waves on Friday. It specifically stated that ""Saturday 10th and Sunday 11th, Indonesian waters would have witnessed storm force waves,"" but despite the dire warnings KM Teratai set for the seas."," Indonesian port authorities were blamed for the tragedy, according to the spokesman for the owner, an international company",1,standard,1,1,1
"That's a place where we can use our generosity to influence in a positive way, influence nations. I believe we ought to have foreign aid, but I don't think we ought to just have foreign aid for the sake of foreign aid. I think foreign aid needs to be used to encourage markets and reform.",foreign aid is only for the rich,1,standard,1,1,1
"KALAMAZOO, MI -- A water main break has caused a Kalamazoo street to be closed Friday, Jan. 12. Solon Street between West Main Street and Santos Avenue is closed, according to a news release from the city. Motorists should seek an alternate route. A detour has been posted. Boil water advisory for East Cork and Harvard Streets in Kalamazoo",a kalamazoo street is closed thursday jan. 11th,2,standard,0,2,1
"""It is hard to find words to capture the fact that humans are facing the most important question in their history—whether organized human life will survive in anything like the form we know—and are answering it by accelerating the race to disaster."" Noam Chomsky",The writer is paraphrasing Chomsky.,2,standard,1,1,1
"Representatives from 142 nations are expected to sit down in Doha Qatar, next Friday for the World Trade Organization's (WTO) fourth Ministerial Conference.",It is the fourth Ministerial Conference in Qatar.,1,standard,0,1,1
"Frame by Frame is the debut solo studio album by American singer-songwriter Cassadee Pope, lead vocalist of pop punk band Hey Monday and winner of the third season of ""The Voice"". It was released on October 8, 2013 by Republic Nashville. The album was produced by Dann Huff with additional production from Nathan Chapman on three tracks, and Max Martin and Shellback on one.",Cassadee Pope has no middle name.,1,standard,2,2,1
Sick day from work<br>Tina was not feeling well. So she decided to take a sick day from work. She was hesitant because she hated sick days. But she called her boss. Luckily her boss let her stay in and just relax.,her boss lacks empathy,2,standard,1,1,1
"The Milwaukee Jewish Film Festival is an annual, publicly-attended film festival hosted by the Jewish Museum Milwaukee and held in Milwaukee, Wisconsin. The multi-day festival celebrates local, national and international Jewish films and filmmaking. Established in 1999, the film festival is held each year in October at the Jewish Museum Milwaukee's East Side location.",The Milwaukee Jewish Film Festival is held on the same day each year.,1,standard,1,1,1
"Honourable senators, on November 16, the Honourable Jean-Maurice Simard called the attention of the Senate to the current situation vis--vis the development and vitality of francophone and Acadian communities, its gradual deterioration, the growing indifference of governments over the past ten years, and the lack of access to services in French.",The Honourable Jean-Maurice Simard called the attention of the Senate to the current situation on an even-numbered day.,0,standard,1,1,1
"Under the Dome is an American science-fiction mystery drama television series. It premiered on CBS on June 24, 2013, and concluded on September 10, 2015. The series was developed by Brian K. Vaughan and based on the novel of the same name by Stephen King.",Under the Dome was still playing in 2014.,0,standard,2,1,1
"Peace & Love is the tenth solo album by singer/songwriter Juliana Hatfield. The album is noteworthy in Hatfield's catalogue for her role in every aspect of its recording: Hatfield wrote and performed all of the songs on the album, in addition to playing all of the instruments. She also produced and engineered the album herself, and she released the album on Ye Olde Records, her own label","Juliana Hatfield, a talented singer and songwriter, performed all but one of the songs on the fantastic album Peace & Love",2,standard,2,1,1
Guitar<br>Tim loved to play the guitar. He was dating a girl he liked very much. One night he played the guitar for her. She loved watching and listening to him playing the guitar. She fell in love with him after hearing him play the guitar., Tim loves to create music with his strumming. It drives the ladies wild.,0,standard,1,1,1
"5W1H: 450 Dalits, including 2016 Una flogging victims, embrace Buddhism A Dalit family, whose four members were allegedly flogged by cow vigilantes in Una tehsil in Gujarat's Gir Somnath district in 2016, embraced Buddhism on Sunday at an event organised in Mota Samadhiyala village.",Cow starts with a C,0,standard,2,2,1
"[India], Mar 21 (ANI): The Delhi Police on Wednesday filed charge sheet in connection with Bawana fire case, in which 17 people were charred to death in a massive blaze at a firecracker storage unit in Delhi's Bawana area. Earlier in January, a Delhi court sent the owners of the firecracker factory Manoj jain and Lalit Goyal, accused in the Bawana fire, to judicial custody. On January 20, 17 people were killed in a fire at a firecracker storage unit in Bawana area in New Delhi. Of the 17 killed, 10 were women. A man and woman were also injured. (ANI)",Fireworks were not involved in the fire. ,2,standard,2,1,1
"The streets of New Hampton were relatively quiet on Saturday evening as New Hampton Police Officer Chad McGee patrolled the city.It wasn't a typical Saturday evening; after all, it was Christmas Eve.Still, McGee knew at any time he could be called.""I've done enough Christmases to know that things happen,"" he said. ""You have families together in close quarters, sometimes there's alcohol involved and yes, we've dealt with domestics ... even on Christmas Eve and Christmas Day.""For the complete story see the 12/27/2016 New Hampton Tribune.",Some officers were not patrolling on Christmas.,1,standard,1,1,1
"Health care activists participate in a rally in front of the Capitol March 22, 2017 on Capitol Hill in Washington, DC. Senate Democrats held the rally to highlight changes being sought in Medicaid in the Republican American Health Care Act. Alex Wong Getty Images",The activists wanted Medicaid to go through changes.,1,standard,0,1,1
The 2017 Youngstown State Penguins football team represent Youngstown State University in the 2017 NCAA Division I FCS football season. They are led by third year head coach Bo Pelini and play their home games at Stambaugh Stadium. They are a member of the Missouri Valley Football Conference.,The 2017 Youngstown State Penguins football team seems to have completed the season,0,standard,1,1,2
"The Schweizerischer Niederlaufhund (FCI No, 60) (translated into English as the Small Swiss Hound, is a breed of dog of the scenthound type from Switzerland. ""Niederlaufhund"" means short-legged hound. The breed has a number of different varieties (all of the same breed).","Schweizerischer Niederlaufhund is not in English,",0,standard,2,2,1
"Jonathan Samuels (born 1972) is a British broadcaster and journalist. He is currently the co-anchor on Sky News Sunrise since 17 October 2016. Previously he has held a range of different Senior correspondent posts for ""Sky News"", the 24-hour television news service operated by Sky Television, part of Sky plc. He was based in Sydney from 2011 to 2014.",Jonathan Samuels was born in the 70's,0,standard,0,1,1
"It is my duty, pursuant to Standing Order 38, to inform the House that the questions to be raised tonight at the time of adjournment are as follows: the hon. member for Mississauga West, Youth Employment; the hon. member for Cumberland-Colchester, Airport Safety; the hon. member for Wetaskiwin, Aboriginal Affairs.",He is a member of the house,1,standard,1,1,1
"EXCLUSIVE: Astronaut Gene Cernan dead today at 82. A conversation with the last man to ever walk on the moon... by Gary Buzel EXCLUSIVE: Astronaut Gene Cernan passed away today at 82. Starting out as a Navy fighter pilot later to head on NASA space missions Gemini 9, Apollo 10, and Apollo 17. Cernan was the last man to walk on the moon. A true American hero. Reporter Gary Buzel interviewed Cernan in March of 2015 at the San Diego Air and Space Museum and this is the entire interview from that day.",Gene Cernan will be the last man to walk on the moon.,1,standard,1,2,1
"Arromanches-les-Bains or simply Arromanches is a town in Normandy, France, located on the coast in the heart of the area where the Normandy landings took place on D-Day, on June 6, 1944.",Arromanches-les-Bains is where William the Conqueror planned his invasion of England.,1,standard,2,1,1
"A Czech woman injured in a knife attack on tourists at the Hurgada resort in Egypt the week before last is now in a critical condition, the Czech Ministry of Foreign Affairs said. The woman's state has deteriorated sharply in recent days and it is not possible to move her from the Cairo hospital where she is receiving treatment. A team of three Czech and four Egyptian doctors said nothing more could be done at present for the patient, who is suffering from multiple organ failure.",A knife attack may end in a Czech woman's death,0,standard,1,1,1
"This story goes back a number of years to when a company from Nova Scotia, related by the way to the leader of the NDP, the L.E. Shaw group of companies, a very reputable company I might add, proposed doing a similar type of business, a quarrying business on the banks of the Saint Croix River in the Bayside Ports area.",This story goes back more than 4 years ago,1,standard,1,1,1
