premise,hypothesis,gold_label,heuristic,pred_full,pred_hyp_only,pred_prem_only
"If the scientists slept , the tourist resigned .",The tourist resigned .,2,constituent,0,2,1
The senators remembered that the president recommended the professors .,The president recommended the professors .,0,constituent,0,1,1
The lawyers learned that the doctor shouted .,The doctor shouted .,0,constituent,0,0,2
The scientists who the presidents believed recommended the students .,The scientists recommended the students .,0,lexical_overlap,0,2,2
The actor saw the doctor in front of the author .,The actor saw the doctor .,0,subsequence,0,2,0
The professor was advised by the scientists .,The scientists advised the professor .,0,lexical_overlap,0,1,2
"The professor recognized the banker , and the artists avoided the actors .",The artists avoided the actors .,0,constituent,0,1,2
The actors were believed by the athlete .,The athlete believed the actors .,0,lexical_overlap,0,1,1
"Unless the scientist waited , the actor danced .",The actor danced .,2,constituent,0,2,2
"The scientist arrived , and the artists waited .",The scientist arrived .,0,constituent,0,0,2
When the author moved the lawyer thanked the professor .,The author moved the lawyer .,2,subsequence,0,2,2
The doctor who the senator supported stopped the judges .,The doctor stopped the judges .,0,lexical_overlap,0,1,2
The bankers who called the doctors saw the students .,The bankers saw the students .,0,lexical_overlap,0,2,2
The professor supported the author who the athlete called .,The athlete called the author .,0,lexical_overlap,0,1,0
The scientist by the manager believed the presidents .,The presidents believed the scientist .,2,lexical_overlap,0,1,2
The banker advised the doctors who the professors introduced .,The professors advised the banker .,2,lexical_overlap,0,2,2
The senators that the author saw helped the tourists .,The author saw the senators .,0,lexical_overlap,0,1,1
The judges encouraged the scientist and the students .,The judges encouraged the students .,0,lexical_overlap,0,1,2
Hopefully the judge helped the bankers .,The judge helped the bankers .,2,constituent,0,1,2
The authors near the senator supported the scientists .,The senator supported the scientists .,2,subsequence,0,1,1
"Though the senators recommended the athlete , the secretaries slept .",The secretaries slept .,0,constituent,0,1,1
"The secretaries danced , and the bankers performed .",The bankers performed .,0,constituent,0,0,2
"The doctors danced , or the student mentioned the tourist .",The doctors danced .,2,constituent,0,2,2
The judge who introduced the presidents recommended the scientist .,The presidents recommended the scientist .,2,subsequence,0,1,2
The president helped the actor .,The actor helped the president .,2,lexical_overlap,0,1,2
The managers admired the tourist .,The tourist admired the managers .,2,lexical_overlap,0,1,1
"The doctors waited , and the students believed the scientist .",The doctors waited .,0,constituent,0,1,2
"Although the athlete introduced the author , the scientists mentioned the lawyers .",The athlete introduced the author .,0,constituent,0,1,2
The athletes were advised by the scientist .,The scientist advised the athletes .,0,lexical_overlap,0,1,2
The bankers who danced stopped the tourists .,The bankers stopped the tourists .,0,lexical_overlap,0,1,1
The scientist who advised the author saw the professors .,The author saw the professors .,2,subsequence,0,1,2
The lawyers and the senators contacted the managers .,The lawyers contacted the senators .,2,lexical_overlap,0,1,2
The judge recognized the managers .,The managers recognized the judge .,2,lexical_overlap,0,2,2
The judge paid in the library admired the managers .,The judge paid in the library .,2,subsequence,0,2,2
"The actors recognized the scientists , or the secretary admired the banker .",The actors recognized the scientists .,2,constituent,0,1,2
Probably the senators encouraged the athletes .,The senators encouraged the athletes .,2,constituent,0,1,1
"Although the tourist danced , the doctors shouted .",The doctors shouted .,0,constituent,0,1,2
"If the managers resigned , the artist performed .",The artist performed .,2,constituent,0,0,0
The lawyer hoped that the secretaries helped the students .,The secretaries helped the students .,2,constituent,0,1,1
The secretary and the president thanked the tourist .,The president thanked the secretary .,2,lexical_overlap,0,1,1
Happy students introduced the secretary .,Students introduced the secretary .,0,subsequence,0,2,2
The secretary and the authors thanked the senators .,The secretary thanked the senators .,0,lexical_overlap,0,1,2
The actors believed the athlete that stopped the banker .,The actors believed the athlete .,0,subsequence,0,1,2
The artists remembered that the managers ran .,The managers ran .,0,constituent,0,1,1
The students that the secretary helped introduced the judge .,The students introduced the judge .,0,lexical_overlap,0,2,2
Suddenly the lawyers introduced the tourists .,The lawyers introduced the tourists .,0,constituent,0,2,2
The author recognized the student who avoided the artist .,The student recognized the author .,2,lexical_overlap,0,1,1
"Though the actor performed , the judges recommended the presidents .",The judges recommended the presidents .,0,constituent,0,1,2
The presidents admired the lawyers and the judge .,The judge admired the lawyers .,2,lexical_overlap,0,1,1
The tourist that the doctors advised called the banker .,The doctors called the tourist .,2,lexical_overlap,2,2,2
The secretaries paid the students .,The secretaries paid .,0,subsequence,0,1,2
Although the athlete presented the author waited .,The athlete presented the author .,2,subsequence,0,0,0
The banker was supported by the author .,The banker supported the author .,2,lexical_overlap,0,1,0
"Because the managers stopped the bankers , the judges shouted .",The managers stopped the bankers .,0,constituent,0,1,2
The artist encouraged the president investigated in the laboratory .,The president investigated in the laboratory .,2,subsequence,0,1,2
The actor stopped the scientist that the doctor called .,The doctor called the scientist .,0,lexical_overlap,0,1,0
"Unless the president advised the manager , the doctors admired the judge .",The president advised the manager .,2,constituent,2,2,2
Hopefully the president ran .,The president ran .,2,constituent,0,0,0
The actors recommended the lawyers by the managers .,The lawyers recommended the managers .,2,lexical_overlap,0,2,2
The secretary that encouraged the doctor recognized the actors .,The doctor recognized the actors .,2,subsequence,0,2,1
"The actors slept , or the judges shouted .",The judges shouted .,2,constituent,0,1,2
The tourist claimed that the doctor saw the scientist .,The doctor saw the scientist .,2,constituent,0,1,2
The artist saw the lawyers .,The lawyers saw the artist .,2,lexical_overlap,0,2,2
The artist behind the managers mentioned the judges .,The managers mentioned the artist .,2,lexical_overlap,0,1,2
"Since the managers admired the president , the judge waited .",The managers admired the president .,0,constituent,0,1,2
The senators thanked the bankers who the doctor encouraged .,The senators thanked the bankers .,0,subsequence,0,1,2
The president by the actor called the athlete .,The actor called the president .,2,lexical_overlap,0,1,2
"The secretary advised the artist , and the author thanked the student .",The author thanked the student .,0,constituent,0,1,1
The lawyers knew that the banker shouted .,The banker shouted .,0,constituent,2,1,2
The actor was advised by the bankers .,The actor advised the bankers .,2,lexical_overlap,0,1,2
The senator presented in the school encouraged the bankers .,The senator presented in the school .,2,subsequence,0,1,2
The scientists supported the student next to the artists .,The student supported the artists .,2,lexical_overlap,0,1,2
"Before the artists shouted , the bankers slept .",The artists shouted .,0,constituent,0,1,2
The judge read the book .,The judge read .,0,subsequence,0,1,1
Supposedly the secretary supported the professors .,The secretary supported the professors .,2,constituent,0,1,1
The tourists that helped the senator recognized the scientists .,The tourists helped the senator .,0,lexical_overlap,0,1,2
The doctors admired the students and the author .,The students admired the author .,2,lexical_overlap,0,1,2
The lawyers encouraged the scientists behind the banker .,The lawyers encouraged the scientists .,0,subsequence,0,1,2
"Since the student saw the doctors , the lawyer contacted the artist .",The student saw the doctors .,0,constituent,0,1,2
Serious professors advised the lawyers .,Professors advised the lawyers .,0,subsequence,0,1,2
The athlete paid the banker .,The athlete paid .,0,subsequence,0,1,2
"Although the banker avoided the managers , the lawyers stopped the doctors .",The banker avoided the managers .,0,constituent,0,1,2
"While the judge believed the senators , the doctor recognized the scientists .",The doctor recognized the scientists .,0,constituent,0,1,2
The actor was contacted by the presidents .,The actor contacted the presidents .,2,lexical_overlap,0,1,2
The lawyer was introduced by the presidents .,The lawyer introduced the presidents .,2,lexical_overlap,0,2,2
The athlete near the judges recognized the tourists .,The judges recognized the tourists .,2,subsequence,0,1,1
The students paid the judges .,The students paid .,0,subsequence,0,1,2
Certainly the presidents performed .,The presidents performed .,0,constituent,0,0,0
Happy managers admired the lawyer .,Managers admired the lawyer .,0,subsequence,0,1,2
The secretary presented in the library helped the doctor .,The secretary presented in the library .,2,subsequence,0,1,1
The senators believed the author presented in the school .,The author presented in the school .,2,subsequence,0,1,2
"If the author shouted , the president called the doctors .",The president called the doctors .,2,constituent,0,2,2
The doctors believed the scientists helped the authors .,The doctors believed the scientists .,2,subsequence,0,1,2
"Before the lawyer danced , the senators mentioned the banker .",The lawyer danced .,0,constituent,0,2,2
The scientist and the students mentioned the lawyer .,The students mentioned the scientist .,2,lexical_overlap,0,1,2
The judge paid in the museum arrived .,The judge paid in the museum .,2,subsequence,0,1,2
Although the secretary moved the scientists encouraged the tourists .,The secretary moved the scientists .,2,subsequence,0,1,1
The athletes learned that the manager slept .,The manager slept .,0,constituent,0,1,2
Of course the artist saw the author .,The artist saw the author .,0,constituent,0,1,0
The artists that the professor mentioned helped the student .,The artists helped the student .,0,lexical_overlap,0,1,1
"If the bankers waited , the judges recommended the athletes .",The bankers waited .,2,constituent,1,1,2
The actors that waited called the managers .,The actors called the managers .,0,lexical_overlap,0,2,0
"After the student called the secretary , the author resigned .",The author resigned .,0,constituent,0,2,1
The professor contacted the senators next to the scientists .,The senators contacted the scientists .,2,lexical_overlap,0,1,2
The bankers that saw the professors performed .,The professors performed .,2,subsequence,0,0,2
"If the professors helped the tourist , the author contacted the senator .",The author contacted the senator .,2,constituent,0,1,1
Young actors slept .,Actors slept .,0,subsequence,0,1,0
The managers saw the presidents who the athletes introduced .,The athletes introduced the presidents .,0,lexical_overlap,0,2,2
The senators that the secretary saw admired the presidents .,The presidents admired the secretary .,2,lexical_overlap,0,1,2
The presidents and the judge mentioned the scientists .,The judge mentioned the presidents .,2,lexical_overlap,0,1,1
Probably the athlete recognized the senator .,The athlete recognized the senator .,2,constituent,0,1,2
Before the judges presented the author encouraged the artists .,The judges presented the author .,2,subsequence,0,2,1
The author that believed the students saw the managers .,The students saw the managers .,2,subsequence,0,1,2
The student believed the tourists investigated in the library .,The tourists investigated in the library .,2,subsequence,0,1,2
The artists near the student ran .,The student ran .,2,subsequence,0,1,0
The banker believed the lawyer stopped the actor .,The banker believed the lawyer .,2,subsequence,0,2,2
The secretary encouraged the tourist who contacted the doctor .,The tourist encouraged the the doctor .,2,lexical_overlap,0,1,1
"The doctor called the professor , and the scientists waited .",The doctor called the professor .,0,constituent,0,1,1
The lawyer called the students and the secretary .,The lawyer called the students .,0,subsequence,0,2,2
The lawyers recognized the artist and the authors .,The lawyers recognized the authors .,0,lexical_overlap,0,1,2
The students and the judge mentioned the tourists .,The judge mentioned the students .,2,lexical_overlap,0,1,1
The senators near the bankers encouraged the manager .,The bankers encouraged the manager .,2,subsequence,0,2,2
The managers were stopped by the students .,The students stopped the managers .,0,lexical_overlap,0,1,2
"Although the tourists helped the author , the athlete arrived .",The athlete arrived .,0,constituent,0,0,2
The actor thanked the athlete that contacted the professor .,The professor thanked the actor .,2,lexical_overlap,0,2,1
Maybe the bankers ran .,The bankers ran .,2,constituent,1,0,0
"The athletes stopped the senator , or the professors encouraged the tourists .",The professors encouraged the tourists .,2,constituent,0,1,1
"The artist helped the tourist , or the manager waited .",The artist helped the tourist .,2,constituent,0,1,2
"Unless the actor helped the presidents , the artists believed the judges .",The artists believed the judges .,2,constituent,0,1,2
"Although the tourists saw the senator , the banker advised the actors .",The tourists saw the senator .,0,constituent,0,1,2
Without a doubt the managers mentioned the professors .,The managers mentioned the professors .,0,constituent,0,1,1
The secretary knew the tourists resigned .,The secretary knew the tourists .,2,subsequence,0,1,1
Maybe the artists recognized the managers .,The artists recognized the managers .,2,constituent,0,1,2
Certainly the judge waited .,The judge waited .,0,constituent,0,1,0
The athletes helped the lawyer near the scientists .,The lawyer helped the athletes .,2,lexical_overlap,0,1,2
The senator who helped the president thanked the professors .,The president thanked the professors .,2,subsequence,2,1,2
The authors recommended the professor that supported the secretaries .,The authors recommended the professor .,0,subsequence,0,1,2
Obviously the doctors waited .,The doctors waited .,0,constituent,0,1,0
"In case the bankers stopped the presidents , the actors performed .",The actors performed .,0,constituent,0,0,1
Although the president studied the judge supported the scientists .,The president studied the judge .,2,subsequence,0,2,2
The professors and the author admired the lawyers .,The professors admired the lawyers .,0,lexical_overlap,0,2,2
Supposedly the doctors resigned .,The doctors resigned .,2,constituent,0,1,0
The judge advised the students that thanked the actors .,The students thanked the actors .,0,lexical_overlap,0,1,2
The managers were supported by the students .,The students supported the managers .,0,lexical_overlap,0,1,2
The athletes who introduced the actor avoided the doctor .,The actor avoided the doctor .,2,subsequence,0,1,2
The scientist in front of the tourist contacted the banker .,The scientist contacted the banker .,0,lexical_overlap,0,2,2
The actor introduced the students who believed the president .,The students believed the president .,0,lexical_overlap,0,1,2
The presidents called the doctor that admired the lawyer .,The doctor admired the lawyer .,0,lexical_overlap,0,1,2
Important bankers arrived .,Bankers arrived .,0,subsequence,0,0,0
The lawyer who supported the manager ran .,The manager ran .,2,subsequence,0,2,2
"The secretaries advised the senators , and the bankers saw the artists .",The secretaries advised the senators .,0,constituent,0,1,2
Although the judge presented the doctor helped the secretaries .,The judge presented the doctor .,2,subsequence,0,2,2
The authors who encouraged the actors waited .,The actors waited .,2,subsequence,0,1,2
The student that advised the president admired the author .,The student admired the author .,0,lexical_overlap,0,1,1
Definitely the authors believed the scientist .,The authors believed the scientist .,0,constituent,0,1,2
The doctor heard the actors admired the lawyer .,The doctor heard the actors .,2,subsequence,0,1,1
The student and the doctor contacted the managers .,The doctor contacted the student .,2,lexical_overlap,0,1,2
"The artists performed , or the tourists contacted the author .",The tourists contacted the author .,2,constituent,0,1,1
The tourists were avoided by the presidents .,The presidents avoided the tourists .,0,lexical_overlap,0,1,1
Supposedly the actors saw the student .,The actors saw the student .,2,constituent,0,1,0
The bankers admired the scientist .,The scientist admired the bankers .,2,lexical_overlap,0,1,2
The scientists admired the doctor near the student .,The scientists admired the doctor .,0,subsequence,0,0,1
The scientist contacted the tourists that stopped the senators .,The tourists stopped the senators .,0,lexical_overlap,0,1,1
Since the lawyer studied the president advised the athletes .,The lawyer studied the president .,2,subsequence,0,2,1
The actor behind the senator saw the bankers .,The senator saw the bankers .,2,subsequence,0,1,2
"If the doctors believed the manager , the author mentioned the scientist .",The author mentioned the scientist .,2,constituent,0,1,2
The professor knew that the doctor resigned .,The doctor resigned .,0,constituent,0,0,0
"In case the athlete recognized the banker , the student shouted .",The athlete recognized the banker .,2,constituent,0,2,1
"The actors avoided the athletes , and the author supported the managers .",The author supported the managers .,0,constituent,0,1,2
The actor was encouraged by the banker .,The actor encouraged the banker .,2,lexical_overlap,0,2,2
The artist who the banker stopped advised the scientists .,The banker stopped the artist .,0,lexical_overlap,0,2,2
The tourist who supported the presidents slept .,The presidents slept .,2,subsequence,0,1,1
The actor who contacted the senators advised the artists .,The senators advised the artists .,2,subsequence,0,1,1
The managers avoided the secretary who ran .,The managers avoided the secretary .,0,subsequence,0,1,0
The president who supported the actor advised the doctor .,The actor advised the doctor .,2,subsequence,0,2,0
The lawyers who slept encouraged the senator .,The lawyers encouraged the senator .,0,lexical_overlap,0,1,1
When the artist studied the scientist danced .,The artist studied the scientist .,2,subsequence,0,2,2
The manager who called the tourist saw the judges .,The manager saw the judges .,0,lexical_overlap,0,2,2
The doctors near the manager resigned .,The manager resigned .,2,subsequence,0,1,0
The tourist studied in the office performed .,The tourist studied in the office .,2,subsequence,0,1,0
The president was thanked by the artist .,The president thanked the artist .,2,lexical_overlap,0,1,2
The president paid the scientists .,The president paid .,0,subsequence,0,0,2
The actor and the athlete avoided the artist .,The athlete avoided the artist .,0,subsequence,0,2,0
The judges forgot that the lawyer introduced the artists .,The lawyer introduced the artists .,0,constituent,0,2,2
"If the managers waited , the senators called the lawyers .",The managers waited .,2,constituent,2,1,2
The athletes were introduced by the presidents .,The presidents introduced the athletes .,0,lexical_overlap,0,1,2
The actor by the manager advised the judges .,The actor advised the judges .,0,lexical_overlap,0,1,2
The athletes mentioned the bankers and the president .,The athletes mentioned the president .,0,lexical_overlap,0,1,1
The presidents admired the doctors and the managers .,The presidents admired the managers .,0,lexical_overlap,2,1,2
Hopefully the bankers avoided the managers .,The bankers avoided the managers .,2,constituent,0,1,0
The tourist who called the judges avoided the secretaries .,The tourist avoided the secretaries .,0,lexical_overlap,0,1,1
The lawyer saw the managers and the tourist .,The lawyer saw the managers .,0,subsequence,0,2,1
The manager and the secretary supported the doctors .,The secretary supported the manager .,2,lexical_overlap,0,1,2
The professors ate the fruit .,The professors ate .,0,subsequence,0,2,1
The actor was encouraged by the tourists .,The actor encouraged the tourists .,2,lexical_overlap,0,1,1
"While the authors shouted , the scientists waited .",The authors shouted .,0,constituent,0,0,2
"Unless the tourists called the doctors , the secretaries advised the banker .",The tourists called the doctors .,2,constituent,2,1,2
Because the professors moved the manager waited .,The professors moved the manager .,2,subsequence,0,2,2
The tourists that resigned recognized the actors .,The tourists recognized the actors .,0,lexical_overlap,0,1,1
The professor introduced the author that the athletes helped .,The athletes helped the author .,0,lexical_overlap,0,1,2
"In case the secretaries slept , the professors avoided the doctor .",The secretaries slept .,2,constituent,0,1,0
"Before the doctor mentioned the actors , the professor ran .",The doctor mentioned the actors .,0,constituent,0,1,2
The lawyers studied in the laboratory introduced the secretaries .,The lawyers studied in the laboratory .,2,subsequence,0,2,2
"The athlete arrived , and the manager introduced the banker .",The athlete arrived .,0,constituent,0,0,2
The actor stopped the president that encouraged the secretaries .,The president encouraged the secretaries .,0,lexical_overlap,2,1,1
"While the scientists recognized the tourist , the judges helped the lawyers .",The scientists recognized the tourist .,0,constituent,0,1,2
The professor by the scientist avoided the students .,The students avoided the scientist .,2,lexical_overlap,0,2,0
Certainly the scientist avoided the secretary .,The scientist avoided the secretary .,0,constituent,0,1,0
The athletes who saw the actors believed the senators .,The athletes believed the senators .,0,lexical_overlap,0,1,2
The author that advised the athletes saw the students .,The students saw the author .,2,lexical_overlap,0,1,2
"The doctor mentioned the tourists , and the actors advised the bankers .",The actors advised the bankers .,0,constituent,0,1,2
After the actors moved the bankers stopped the president .,The actors moved the bankers .,2,subsequence,0,1,1
The secretary introduced the bankers that recommended the managers .,The bankers recommended the managers .,0,lexical_overlap,0,1,1
The artists were admired by the student .,The artists admired the student .,2,lexical_overlap,0,1,1
