premise,hypothesis,gold_label,heuristic,pred_full,pred_hyp_only,pred_prem_only
Elderly man painting a picture with a small paintbrush.,A baby is smearing food all over his high chair tray.,2,standard,2,1,1
A man with a blue shirt and glasses points to a picture in a book in front of a little girl and a stack of books.,The man has nothing on his face.,2,standard,2,2,2
A man is looking over a small cliff.,A woman is looking,2,standard,2,1,1
Three women wearing belly dancing costumes are pictured in color while the background of the shot is in black and white.,three women dance in belly dancing costumes,0,standard,0,1,1
The player from the black team is telling something to the player of the red team.,The two teams are relaxing before the match.,1,standard,2,1,1
A happy boy is jumping in front OD city fountain.,There is a boy near a fountain.,0,standard,0,0,2
"Woman dressed in red holding two fans, one red and one black.",A woman clad in red holds a red and black fan,0,standard,0,1,1
This man is trying to make his wife laugh by blowing bubbles in the bathtub.,There is a man and woman in the bathroom.,0,standard,0,2,1
A tan bird stands on a ledge about to eat something.,A black bird stands on a ledge about to eat something.,2,standard,2,1,1
A man in a staff shirt break-dancing.,A man is moving around.,0,standard,0,1,2
Two women wearing boots and holding bags are talking to each other.,Two men wearing boots and holding bags are talking to each other.,2,standard,2,1,1
A soccer player wearing white shorts and an orange and green shirt holds the ball while being guarded by another soccer player in a blue uniform.,A football player throws a touchdown pass.,2,standard,2,1,1
A old woman is holding shopping bags on a busy city street.,A woman on a busy street holds some shopping bags,0,standard,0,1,2
A crowd of people walking on a pavement at night.,It is the evening.,0,standard,0,1,1
A red bi-plane leaves a white trail in a blue sky.,The red plane is landing on the ground.,2,standard,1,1,1
"A man walking into a shadow, holding a sign.",A man holding a sign.,0,standard,0,1,2
A child does a handstand in a pool.,A child is playing in a pool.,0,standard,0,2,2
"Skateboarder jumps off a 5 ft cliff, performing a stunt.",A skateboarder is doing a dangerous stunt.,0,standard,1,1,1
A girl runs in a lake while the sun sets.,A girl is playing in the snow.,2,standard,2,2,2
"Grilling ribs, chicken kabobs, and vegetable kabobs.",We went out to eat.,1,standard,2,1,1
"Many people are in a cafeteria or restaurant, there are two workers wearing white and black who are taking their orders.",People in a busy restaurant.,0,standard,0,2,1
A man in a beanie doing a bike trick.,The man is upside down.,1,standard,1,2,2
A girl is playing the keyboard with her band.,A woman is watching a concert.,2,standard,2,2,1
A woman is holding a dog on a leash in front of a small pier.,The woman holds the leash to prevent the little dog chasing the cat,1,standard,1,1,2
This child is feeding a male deer.,The child feeds an apple to a deer.,1,standard,1,1,2
Asian man giving thumbs up on street.,An Asian man is giving a thumbs up.,0,standard,0,1,2
A man and a woman in a crowd of people on a street at night.,A man and a woman walk into a building,2,standard,2,1,1
A small crowd of people gathered together watching activity occurring in front of them.,there is no one in this picture.,2,standard,2,0,1
A little girl in a blue dress is sitting on a red you tractor.,A girl is using a tractor to get a better view.,1,standard,1,2,2
A person in an orange kayak navigates white water rapids.,A PERSON IS KAYAKING IN ROUGH WATERS.,0,standard,0,1,1
A young boy in a gray and white striped shirt is playing guitar.,A boy is talking on the phone.,2,standard,2,2,2
Four people in a kitchen,Four people in a kitchen cooking a meal at a restaurant.,1,standard,1,1,2
Two young girls dressed in pink reach into wishing fountain at mall.,Girls dive into a pool.,2,standard,2,2,1
Two boys sitting and eating ice cream.,The boys are eating.,0,standard,0,2,2
"A lone red, white, and black race car is being driven by a single driver on a racetrack.",car parked in the ground,2,standard,2,1,1
a boy and girl hold hands walking down a railroad track,The boy and girl are outside.,0,standard,0,1,2
A jockey in blue gallops a chestnut horse on a dirt track past a wooden fence.,A jockey races his horse,1,standard,1,1,1
Race team in black t-shirt service their red and white car.,The race is full of monkeys.,2,standard,2,2,1
A girl standing by a decorated structural beam poses for a picture.,A girl poses for a picture.,0,standard,0,1,1
A fireman is on a ladder leaning on a charred and smoking house.,a fireman on a ladder is trying to find survivors,1,standard,1,1,1
Dog herding cows,Cats are sleeping inside the room.,2,standard,2,2,2
Golfer celebrates after a shot he has made.,An athlete has just made a shot with his golf club.,0,standard,0,2,1
A person in a blue sweatshirt replaces letters in a theater marquee using a long pole.,A person works on perfecting his golf swing.,2,standard,2,1,1
A man wearing a blue hat and a blue shirt selling bananas from his wheel cart on the street.,An arms dealer selling his wares outside of police station by cleverly disguising the assault rifles as ordinary bananas.,1,standard,2,1,1
"Under a blue sky with white clouds, a child reaches up to touch the propeller of a plane standing parked on a field of grass.",A child is reaching to touch the propeller out of curiosity.,1,standard,1,1,2
A group of people in white sports outfits are gathered together while one of them performs a dance.,A group of people are gathered to cook chicken on the grill.,2,standard,2,1,2
A man wearing an orange hard hat is being lowered down the side of a building.,The man is breaking into the building.,2,standard,2,1,2
"A colorful array of motorcyclists gathered outdoors, with Joshua trees in the background and a pair of motorcyclists on a cherry-red cycle in the foreground.",A group of adults inside of the lobby of a building.,2,standard,2,1,1
An Asian woman stands along a road where 2 buses have passed holding her bags.,The woman is american.,2,standard,2,1,1
A teenage girl stands in a large industrial garage with two boys sitting in the background.,A few kids are going down a slide at the playground.,2,standard,2,1,2
A brown dog in running on grass.,A dog is moving around,0,standard,0,1,1
A woman in a blue dress is sweeping the floor in a cobblestone road,A woman wears a dress while she sweeps.,0,standard,0,2,2
a boy walks through the water.,A boy walks on water.,0,standard,0,2,2
A dancer in costumer performs on stage while a man watches.,the man is captivated,1,standard,1,1,1
A black dog and a goose swim in the water.,The goose has something in its mouth.,1,standard,1,1,2
Girl plays with colorful letters on the floor.,The girl is having fun learning her letters.,0,standard,1,1,2
A woman riding a bicycle past a car and a group of people on a sidewalk.,A woman riding a bicycle on the street.,0,standard,0,2,1
A man and child working on a puzzle.,A dad is helping his daughter with a puzzle.,1,standard,1,2,2
The girl is paddling a rusty canoe in the water.,The child is paddling a rusty canoe in the river.,1,standard,1,2,2
A group of numbered participants walk down the street together.,A man cooks chili.,2,standard,2,2,1
"A man in a backwards baseball cap, black shirt and blue shorts behind the steering wheel of a boat with a flag behind him.",The boat is fast.,1,standard,1,1,1
A inside view of an apartment showing 2 couches and a coffee table.,There is a room with furniture in it.,0,standard,0,1,1
A man wearing a red bicycle helmet talking on a cellphone with other people in the background.,A man talks on his iphone.,1,standard,1,2,1
Boys on a field playing flag football with one boy wearing the red flag clutching the football while a boy with a yellow flag dives to get his red flag.,A boy attempts to tackle an opposing player in a game of flag football,0,standard,0,1,1
A small boy purchases vegetables from an older man.,A boy buys tomatoes and broccoli from a man.,1,standard,1,2,2
A musician with short blond-hair and wearing a blue scarf and vest plays a string instrument while singing.,A tall person with a scarf,1,standard,1,1,1
A person wearing a yellow shirt stands between two waterfalls.,A person is going out into space.,2,standard,2,2,2
"Three people on bicycles, pedaling down the side of a road, with a jeep following them.",People are on the street.,0,standard,0,1,1
Girl in pink bathing suit with right arm in air behind a seagull on the beach near the water.,The girl is feeding the seagull.,1,standard,1,2,1
"A man in a black, white, and red uniform is holding yellow ski poles and racing or preparing to race.",A man prepares for his event in the olympics.,1,standard,1,2,2
A woman and a naked child wade into the ocean.,A woman and child play hide and go seek at the park.,2,standard,2,2,2
"A man in a blue plaid shirt and blue jeans, wearing a black helmet, pauses to drink water next to a large blue steel corrugated tube.",A casually dressed man is drinking water.,0,standard,0,2,2
Two construction workers complete a task near the ground while a third worker looks on.,Workers pull together to get the project completed.,0,standard,1,1,1
A cute couple at a club,The couple is at a club.,0,standard,0,1,2
a woman applies makeup to a woman in black.,The woman is a makeup artist.,1,standard,0,1,2
A group of people are sitting at a table having a meal.,A group of people are sitting.,0,standard,0,1,1
A couple of travelers in a train station.,Some travelers are at a train station.,0,standard,0,1,2
Two kids begin to make a snowman on a sunny winter day.,Two brothers making a snowman.,1,standard,1,2,1
Children are playing a game outside.,Children are playing a game,0,standard,0,1,1
Children participating at a party while looking at the one kid in exuberance over the new toy.,A child just opened his smallest gift at his party,1,standard,1,1,1
A man in a black hoodie watching a man in a red cap.,There is a man in a white hoodie watching a man in a blue cap.,2,standard,2,2,2
"There are three men in this picture, two are on motorbikes, one of the men has a large piece of furniture on the back of his bike, the other is about to be handed a piece of paper by a man in a white shirt.",A man is receiving a piece of paper.,0,standard,0,1,0
"A bald, white man, talks with an old, black man, on a bench.",Two old guys are talking while sitting down.,0,standard,0,1,1
A man with a shopping cart is studying the shelves in a supermarket aisle.,A man is watching a movie in a theater.,2,standard,2,2,1
A man riding a dirt bike on a racetrack.,A man is riding a dirt bike.,0,standard,0,1,1
A person in gray snowboarding down a hill.,The snowboarder is wearing white.,2,standard,2,1,1
A band of people playing brass instruments is performing outside.,A group of people have instruments.,0,standard,0,1,1
Children walk in the city.,The city is huge,1,standard,1,1,2
A skateboarder glides down a railing of some stairs.,A skateboarder shows off a trick during a skate competition.,1,standard,1,1,2
Two men in white suits cheer,The two men in white suits are standing up and pumping their fists in the air.,0,standard,1,1,1
The boy wearing the blue hooded top is holding a baby goat in his arms.,A boy is holding an animal.,0,standard,0,0,2
A bunch of people are walking in a crowded area.,A bunch of people are walking in a field.,1,standard,2,2,1
A man is jumping over a rock.,A hiker shows off his agility.,1,standard,1,0,2
A young woman with a ponytail and her back to the camera is taking a picture of what seems to be some sort of procession.,A girl is taking a picture of others,0,standard,0,1,1
A woman sits at a table outdoors with magazines on her table.,A woman stands near her husband.,2,standard,2,1,1
An elderly saxophonist performing at an outdoor event.,An elder performs an intrumental piece at an event.,0,standard,0,1,1
A man in a suit and tie is opening a door.,The man is on his way to his first job interview after graduating college.,1,standard,1,1,1
A black and white dog running through shallow water.,Two dogs playing at the park.,1,standard,1,2,2
A bald man in a red shirt and khaki shorts buys something from a woman wearing a visor in a store.,A man in khaki shorts is buying a snack.,1,standard,1,2,1
A woman in a striped shirt posing for the camera while another woman holding a drink looks on.,The woman is posing for a magazine.,1,standard,1,1,1
A man in a red uniform is playing backset ball with a man in a white uniform blocking his shot.,Two basketball players play basketball on an indoor court.,1,standard,1,1,1
Two young women are standing in the middle of a flower garden with their arms wide open.,There are flowers in the garden.,0,standard,0,1,1
a group of people walking down road heading away from the camera.,"A group of guys walk down the road towards a bar, backs facing the camera.",1,standard,1,2,1
A woman wearing a red tank top is preparing food while a man and a woman sit on the other side of the kitchen counter watching her.,A woman prepares food while two people sit on the other side,0,standard,0,2,1
"A man holds a baby, which is chewing on eyeglasses.",The baby is sucking on a pacifier,2,standard,2,1,2
Two men dressed in black practicing martial arts on a gym floor.,Two men are dancing.,2,standard,2,2,1
"Man in gray zippered jacket and red shirt pets a brown dog and holds a young girl in pink shirt, while a woman next to him holds an infant boy and a gray dog.",A woman and man are selling dogs and children.,2,standard,2,2,2
"Brunette man play saxophone in a busy outdoor shopping center as people look on, he wears a camouflage jacket and saxophone is gold.",A man playing a gold saxophone in New York City.,1,standard,1,2,1
A team of men performing a life saving procedure.,The team consists of men.,0,standard,0,1,1
Three people loading or unloading their car.,A person eating during lunch.,2,standard,2,2,2
A chef prepares roasted corn.,A chef prepares creamed corn.,2,standard,2,1,1
A cyclists rides up a hill amid cheering bystanders.,The cyclist is in a bicycle race.,1,standard,1,1,1
A black limousine in front of a marble building with a crowd of people on the buildings steps.,A black limousine is in front of a marble building.,0,standard,0,1,1
"A police officer, wearing his helmet, standing next to his motorcycle, standing next to a taller, bald, black male, wearing brown pants, his leather jacket across his shoulder.",a police officer offers a man in leather to go for a motorcycle ride,1,standard,1,1,1
Four people with shopping carts full of bags.,Four people are together,0,standard,0,0,2
A guy is standing in front of a toilet with a coffee cup in one hand and a toilet brush in the other.,A man may have created a monster too unwilling to be flushed.,2,standard,2,1,1
A badminton player from china is sprawled out on the badminton court with his racket close by.,A badminton player has been injured.,1,standard,1,1,1
A red jeep hangs from the edge of a rocky cliff as a girl looks on.,The vehicle is red.,0,standard,0,1,2
A band playing with fans watching.,Fans watch a band play,0,standard,0,1,1
A dog with big ears holds a ball in his mouth.,The dog has small ears.,2,standard,2,1,1
Two children in a bag race competing against each other while another boy watches on.,The children are sitting in a field.,2,standard,2,2,2
A man in a blue suit reached towards a seated women in an office.,There are people in the office.,0,standard,0,2,0
A well safety equipment biker racing on the trail in a wooded area with number 569 on his bike,A biker goes on to the last lap of the trail,1,standard,1,1,1
A man in a canoe throwing a yellow net into the water.,A man is in a boat,0,standard,0,2,2
A goalie braces himself for the ball that's coming his way.,A soccer player.,0,standard,0,0,1
A photographer with bushy dark hair takes a photo of a skateboarder at an indoor park.,A mother photographs her son at the indoor skate park.,1,standard,1,1,1
Two older males sitting together on a river boat tour.,Two males are riding a boat,0,standard,0,2,1
"Two men on a basketball court one in white and red the other in blue, the player in white is throwing the ball in while teammates look on.",The men are playing basketball.,0,standard,0,2,1
Sisters waiting for their dinner to be served at a restaurant while listening to live music.,Two women are getting ready to eat.,0,standard,0,2,1
A man with a checkered shirt on is giving a powerpoint presentation to people.,the man is wearing a green shirt,2,standard,2,1,2
A child dressed in blue jeans with rolled cuffs and a pink hoodie waits outdoors at the foot of the stairs with an axe.,A child in a green hoodie waits on the couch.,2,standard,2,2,2
"A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character, Dumbo.","A female with clothes on is on a moving vehicle, waving her hands left to right in the air.",0,standard,1,1,1
A tent advertising Surfer Magazine for the 25th annual Longboard Classic on the beach surrounded by palm trees.,The tent is advertising free flu vaccinations.,2,standard,2,1,1
A woman wearing sunglasses is holding a pink cellphone to her ear.,A lady is having surgery.,2,standard,2,2,2
"Two women, one wearing a red, white and blue bikini pose for a picture on a city's street.",A group of people in the office prepare for the snowstorm.,2,standard,2,2,1
There's an invisible man holding a rainbow umbrella.,the man is invisible,0,standard,0,2,2
Several women with long hair and mini-dresses walk together.,A group of ladies leaves the hair salon.,1,standard,1,2,1
Four cheerleaders performing a cheer on court at UCLA.,Cheerleaders cheering at a tournament.,1,standard,1,1,1
"A group of six people, men and women, hold up a pole in the middle of a forest while another woman monitors this action.",The group of people hold up a pole.,0,standard,0,1,1
A man holding a large swordfish.,There is a person with a fish.,0,standard,0,2,2
A girls sports team putting their hands in a circle to do a bonding cheer.,Girls doing athletics,0,standard,0,2,1
A group of people are sitting under umbrellas on the beach.,People are onthe beac,0,standard,2,0,1
"The group is working with microscopes and wearing clean white scrubs, hairnets and face masks.",The group of delinquents are spray painting the side of a building.,2,standard,2,2,1
A group of young men in sports uniforms from two opposing teams are in vigorous play on a grassy field.,Men play soccer on the field,1,standard,1,2,1
A middle-aged Asian woman is standing behind a counter preparing food.,A middle-aged Asian lady is cooking dumplings.,1,standard,1,1,1
A man wandering in the desert as the clouds roll in.,A man fights dead mummy's who magically came alive in the desert.,2,standard,2,2,1
"A person on a brown horse wearing jeans, a plaid shirt, and a cowboy hat attempts to lasso a running calf.",A person is trying to catch a calf,0,standard,0,1,1
People working digging a hole.,People are outside digging a hole.,0,standard,0,2,1
"These two poodles, one black and one brown, are playing.",The dogs are playing.,0,standard,0,1,1
A person in a striped gray and white shirt moves his bicycle past another man in a yellow shirt and blue pants.,The person is riding around on his bicycle.,0,standard,0,1,1
A man without a shirt walking towards a gas station.,A shirtless man is walking to a gas station.,0,standard,0,1,2
A young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt.,The bank has just been robbed.,1,standard,1,1,1
"Two guys are examining the front brakes on a bike, while one guy with a wrench is working on them.",A tall person with a wrench,1,standard,1,1,1
A man wearing a white shirt is playing the drums.,A man in a band is playing the drums.,1,standard,1,1,1
A man is sitting in on the side of the street with brass pots.,A man is sitting.,0,standard,0,2,2
Two young boys in swimming trunks are in the water looking at each other.,The brothers look at each other,1,standard,1,1,1
Four people dine at a restaurant.,four people dining,0,standard,0,2,1
A man is riding on the back of a garbage truck.,A man catches a lift on a garbage truck.,1,standard,1,2,2
One boy is driving a play tractor while the other boy jumps off the back of the play tractor.,The boy gets hurt jumping.,1,standard,1,1,1
A man in a green Celtics hat and a woman wearing a black sweater display identical tattoos on their right wrists.,A man and woman display identical tattoos,0,standard,0,1,1
A woman stands at a podium with a slide show behind her.,A girl is eating at the cafeteria.,2,standard,2,2,1
A track sprinter takes off after he hears the starting horn.,The man will win the race.,1,standard,1,1,1
"A woman, whose face can only be seen in a mirror, is applying eyeliner in a dimly lit room.",A woman is applying eyeliner in a dimly lit room.,0,standard,0,1,1
The man in the black and white shirt is running with a ball.,The man in the black and white shirt is sitting with a book.,2,standard,2,1,2
A group of constructions workers lifting a bathtub.,Nobody is working,2,standard,2,2,2
Two Seattle firefighters standing in front of their truck.,the firefighters are driving,2,standard,2,2,1
A US Air-force member is handing off a little girl and her toy unicorn to a local citizen.,A person is taking a little girl with a toy from an Airman.,0,standard,0,2,1
A man and woman running side by side down a tree-lined street casting long shadows.,A man and woman are running.,0,standard,0,2,2
The person in black T-shirt is sitting.,The man is attending a concert.,1,standard,1,1,1
"A lone, 2-3 year old blond child in a blue jacket is putting a small black plastic item in his mouth as he kneels on a waiting room couch pointed toward the back while looking at something or someone not in the room.",The child is blonde.,0,standard,0,1,1
two people are waiting for a train at a station.,They expect a train to arrive eventually.,0,standard,0,1,1
"a crowd gather together, all looking in the same direction.",A large crowd are preparing to watch the parade.,1,standard,1,1,1
A person in a gray shirt doles a substance into cups on a green tray while a woman in a seafoam green sweater on their left squirts a liquid into a bucket.,a person moves stuff into cups while a lady in green puts something else in a bucket,0,standard,0,2,2
A track sprinter takes off after he hears the starting horn.,The man is a runner,0,standard,0,1,1
A female figure skater in costume is executing a routine.,A skater is on the ice.,0,standard,0,1,1
Two Olympic martial arts competitors go after each other in an international martial arts spectacle.,A man in a white robe is kicking at another man in a white robe and black belt.,1,standard,1,1,1
A man pushing a food cart stands in front of a stone building and holds onto the bars covering a window.,A man peering into a window to see if others would like to buy some food.,1,standard,1,2,1
A man and a woman stare at the skyline.,The man and woman are staring into each others' eyes.,2,standard,2,1,1
A young child is washing his hands with soap in the kitchen.,The child uses soap to wash his hands.,0,standard,0,1,1
A busy street full of shops and people holding hands and walking.,Couples looking for places to shop.,1,standard,1,2,1
"A young man is washing his hair, brushing his teeth, and shaving his face simultaneously.",The young man is grooming himself.,0,standard,0,1,2
A boy in an orange shirt sells fruit from a street cart.,A boy is a street vendor.,0,standard,0,1,2
A group of children enjoy their time on the beach.,A group of adults are swimming at the beach.,2,standard,2,2,1
"A woman in white and a man in black, with an earring, are kissing.",A man brushes his teeth.,2,standard,2,2,1
Little kids enjoy sprinklers by running through them outdoors.,Children are getting wet on purpose.,0,standard,1,1,1
"A woman watching six televisions, while sitting on a hardwood floor in a beautiful room made of bricks with large windows, while a dark-haired man leaning on a windowsill is watching her.",The woman is inside.,0,standard,0,1,2
A young woman tennis player dressed in black carries many tennis balls on her racket.,A young woman tennis player have many tennis balls.,0,standard,0,1,1
A girl wearing a maroon shirt leaps into the air while in the woods.,A girl is in bed.,2,standard,2,2,1
What appears to be a taller bald white man sitting next to a shorter black man in a reception area.,The tall bald white man is sitting down.,0,standard,0,1,1
Two men and a woman finishing a meal and drinks.,Two men and a woman finishing a fish dinner and drinks.,1,standard,1,1,1
The room full of youths reacts emotionally as they spectate.,a room of kids dancing.,2,standard,1,2,1
A female swimmer getting out of the pool still dripping wet.,A boy reads a comic.,2,standard,2,2,1
A lady in a red sweatshirt opening a present.,It is the lady's birthday.,1,standard,1,1,2
A shirtless man in shorts is fishing while standing on some rocks.,A man is fishing for trout.,1,standard,1,1,1
A woman in a green shirt and jeans throws a spear toward a target in the background painted with a carrot across a parking lot,A woman shooting a bow at a painted pumpkin target.,2,standard,2,2,2
"A team in yellow, red, and blue jerseys sit next to a road and watch a tiger mascot.",The tiger mascot is all alone.,2,standard,2,2,1
Group sweeping away leakage while bystanders look on.,A group sweeps in front of bystanders.,0,standard,0,2,1
A woman sitting on a bright blue bench looks up from her book.,A woman is sitting.,0,standard,0,2,1
A man and woman running side by side down a tree-lined street casting long shadows.,A couple goes on a jog together.,1,standard,0,1,2
People working together to plant flowers.,People are planting flowers.,0,standard,0,2,1
A man punting a football as fans from the opposing team watch in the background,A man punts a football,0,standard,0,2,1
"Two teams of children, one green the other red, play each other in a game of Rugby while it rains.",The children are wearing red and green to practice thier Christmas show.,2,standard,1,1,1
A man talks on his cellphone in private.,A man is on his cellphone.,0,standard,0,1,1
Two children plus two dachshunds get ready for a sleepover.,The dachshunds are dogs,0,standard,0,0,2
A man rides a kicking bull in a bullpen.,The man is riding a bull.,0,standard,0,2,2
"Colorfully dressed people walk down the center of the road, with onlookers behind a barricade.",A group of people walking down a road.,0,standard,0,1,1
Two kids begin to make a snowman on a sunny winter day.,Two penguins making a snowman.,2,standard,2,2,1
A mother and her daughter are both wearing heels standing outside in a crowd on a brick pavement looking out at the street in amazement.,It is empty outside.,2,standard,2,2,1
A horse and rider on a steeplechase course.,A jockey is riding a horse.,0,standard,1,1,1
Woman with headscarf and girl in red costume dress walk through urban area.,The woman is out in a field.,2,standard,2,1,2
Reflections of people walking in a big city.,Several folks stroll through the city.,0,standard,0,1,1
A white dog is chasing a stuffed animal being pulled on a string.,the animal is sleeping,2,standard,2,1,1
The people ride down the road on sleds.,The sleds slide easily on the powdery snow,1,standard,1,1,2
A woman in a brown shirt and a man in a hat cross the street.,A man and woman are walking in the street.,0,standard,0,1,2
A man speaking or singing into a microphone while playing the piano.,A man is performing surgery on a giraffe while singing.,2,standard,2,2,2
Man laying on a platform outside on some rocks.,Man takes a nap on his couch.,2,standard,2,2,2
"The small girl is sitting in a harness, strapped to a tether, while others watch.",There is a girl in a harness.,0,standard,0,2,1
"Two children, standing among grass, are putting their arms out and are smiling.",Two kids smiling.,0,standard,0,1,1
The baby in a blue jean hat and sunglasses looks at the camera while being held.,The fully grown man in a blue jean hat looks at the camera while holding his wife's hand.,2,standard,2,1,1
a woman and her dog sitting at an outdoor cafe table,A woman and her cat walk down the street.,2,standard,2,2,2
A boy wearing a yellow jersey is accepting the baton from a female wearing a yellow jersey in a relay race.,A boy being handed a baton by his mother in a race.,1,standard,1,2,1
"Colorfully dressed people walk down the center of the road, with onlookers behind a barricade.",A group of people walking past a group of civilian spectators.,1,standard,0,1,1
