premise,hypothesis,gold_label,heuristic,pred_full,pred_hyp_only,pred_prem_only
A child is sitting in a red and yellow toy car,There is no child sitting in a red and yellow toy car,2,standard,2,2,1
A horse is being ridden by a man,A man is riding a horse,0,standard,0,2,1
Two men and a girl in front of a wood panel wall are posing with funny faces,The friends are making faces for the camera,1,standard,1,1,1
A man is wearing a blue checkered shirt and riding a unicycle in the street,A man is standing shirtless in the street,1,standard,2,1,1
A dog is playing on the green grass,A brown and white cat is playing on the grass,1,standard,2,2,1
A man is breaking a slab of concrete with a sledge hammer,The woman is using a sledgehammer to break a concrete block that is on another man,1,standard,2,2,1
A large white crane is flying near the water,"A crane, which is large and white, is flying near the water",0,standard,0,2,1
Two children are playing on a statue,A climber is parking with the children by a small statue,1,standard,1,2,1
A little girl is playing a grand piano on stage,A little girl is playing the piano,0,standard,0,2,1
One woman is peeling a potato,The potato isn't being peeled by a woman,2,standard,2,0,1
People are riding and paddling a raft,People are paddling near a raft that is being ridden,1,standard,0,1,1
Several kids are jumping on a trampoline,A man is jumping on a trampoline,1,standard,2,2,1
A woman is swiftly snowboarding down an incline and another woman is standing behind her,A woman is snowboarding down an incline and another woman is standing behind her,0,standard,0,1,0
A man is riding a motorbike,A man is riding a motorcycle,0,standard,0,2,0
A woman is petting a dog near a stone trail,A woman is petting a dog near a stone path,0,standard,0,2,1
A person is slicing some onions,A hamster is singing,1,standard,2,2,1
A woman is being caged for the dance,The woman is dancing,1,standard,0,1,1
A man is dancing,A person is dancing,0,standard,0,1,1
Someone is writing,Someone is typing,1,standard,2,1,1
The adults and children are being grouped near an outdoor seating arrangement,The adults and children are being gathered near an outdoor seating arrangement,0,standard,0,1,1
The singer is leaving the band,The band is singing ,1,standard,2,1,1
A woman is marching with a pair of dogs,A woman is walking with a pair of dogs,0,standard,0,1,1
A group of children in uniforms is standing at a gate and one is kissing the mother,A group of children wearing the same clothes is waiting at a gate and one is kissing the mother,0,standard,0,2,1
A man is packing away an acoustic guitar,A man is playing an acoustic guitar,1,standard,2,1,1
The man is abruptly knocked off of a horse,The man is being knocked off of a horse,0,standard,0,1,1
A woman on a boulder is lying on a blanket and reading a book,A woman on a rock is lying on a blanket and reading a book,0,standard,0,2,1
A man is riding a rodeo bull,A man is riding a mechanical bull,1,standard,1,2,1
The man is talking on the phone,The man is speaking on the telephone,0,standard,0,1,1
A man with tattoos is lounging on a couch and holding a pencil,There is no man sitting on a chair and rubbing his eyes,1,standard,2,0,1
The cat is licking a bottle,A cat is playing with a small bottle,1,standard,1,2,1
A woman is peeling a potato,A woman is putting away a potato,1,standard,2,2,1
The ice skating rink placed outdoors is full of people,A lot of people are in an ice skating park,0,standard,1,1,1
Many cheerleaders are walking in a parade,"The cheerleaders are parading and wearing black, pink and white uniforms",1,standard,1,1,1
A little boy is playing a guitar,There is no boy playing guitar,2,standard,2,2,1
There is no woman frying something,A woman is frying something,2,standard,2,2,1
A famous singer is dancing on the ceiling,A man is dancing on the ceiling,1,standard,1,2,1
A man in a big city is holding a sign and begging for money,A man in a small city is doing charity work,1,standard,2,1,1
The black and white dog is running and a person stands behind it,A little dog is sprinting and the person who owns it is trying to catch it,1,standard,1,1,0
The man is doing a wheelie with a motorcycle on ground which is mostly barren,A courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit,1,standard,1,1,1
Two construction workers are sitting up on the side of a building,Two construction workers are sitting up on the top of a building,1,standard,2,1,1
A woman is washing her feet,A woman is brushing her feet,1,standard,2,2,1
Two people are sitting on a white bench,Two people are sitting on a bench,0,standard,0,1,1
A brown and white animal is jumping on the sidewalk,A little brown and white dog is running on the sidewalk,1,standard,1,1,1
A tiger is pacing around a cage,A tiger is walking around a cage,0,standard,0,2,1
The group of people is sitting on a ledge which is rocky and a scenic view is behind them,The group of people is sitting on a rocky ledge and a scenic view is behind them,0,standard,0,1,1
A boy is playing a guitar,A guitar is being played by a kid,0,standard,0,2,1
The cat perched on the table is looking out the window,Someone on a perch is looking at a small wooden cat that is on a white cabinet outside the window ,1,standard,1,1,1
"A child, who has blond hair, is holding a yellow bottle",A blond child is holding a yellow bottle,0,standard,0,1,1
"The player in purple, white and black is playing near the end of the field","The player in purple, white and black is not playing near the end of the field",2,standard,2,0,1
The man is playing the piano with his nose,A man is playing the keyboard with his nose,0,standard,0,2,1
A man is slicing the carrot with a machine,A man is being roped by a climber,1,standard,2,1,1
Someone is playing piano,Someone is not playing piano,2,standard,2,0,1
A dog is being teased by a monkey at the zoo,A monkey is pulling a dog's tail,1,standard,1,2,1
A pet dog is standing on the bank and is looking at another brown dog in the pond,There is no pet dog standing on the bank and looking at another brown dog in the pond,2,standard,2,2,1
A man is putting down the guitar,A woman is playing a guitar,1,standard,2,2,1
A kid is waiting wearing swim gear,A kid is sitting wearing swim gear,1,standard,0,1,1
Different teams are playing football on a field,Different teams are resting on a field,1,standard,2,1,1
A truck is quickly going down a hill,A truck is quickly going up a hill,1,standard,2,2,1
The young kids are posing with a green soccer ball in a park,Four boys are kneeling next to each other in front of a ball,1,standard,1,1,1
Some ingredients are being mixed in a bowl by a person,A woman is bowling two eggs to a break dancer ,1,standard,2,2,1
There is no man with a hard hat dancing,A man with a hard hat is dancing,2,standard,2,2,1
A woman is not boiling shrimps,A woman is combing her hair,1,standard,2,2,1
"A dog, which has a brown and white coat, is holding a baseball in its mouth",A black and white dog is holding a baseball in its mouth,1,standard,1,2,1
A kid wearing a striped shirt is running barefoot on the sandy hill,A boy is running through the sand,0,standard,1,2,1
A young girl is dancing,A young girl is standing challengingly on one leg,1,standard,2,1,1
A girl is eating a cupcake,A woman is not eating a cupcake,1,standard,2,0,1
"A woman, who is shoeless, is sitting on a blanket under a lavender umbrella",The man is sitting outside under a purple umbrella,1,standard,2,1,1
The military officer is barking at the recruits,An officer is talking to the recruits,0,standard,0,1,1
A person is wearing a hat and is sitting on the grass,A person is sitting in a field and is wearing a hat,1,standard,0,1,1
A boy is playing a game with blocks made of wood,A boy in blue shirt is looking at his hand near a stack of blocks on table,1,standard,1,1,1
"A woman, who is old, is far from a white dog",A woman and a dog are sitting on a tree stump,1,standard,2,2,0
Two men are playing table tennis,A few women are holding each other and dancing together,1,standard,2,1,1
A carrot is being sliced into pieces by a person,A person is cutting an onion into pieces,1,standard,2,2,1
A man is praying fervently,A man is praying,0,standard,0,1,1
A tennis player in mid game is holding a racquet,A racquet is being held by a tennis player in mid game,0,standard,0,1,1
A man is massaging a woman,A man is screwing a piece of wood to a wall,1,standard,2,2,1
A man is slicing a fish,A woman is slicing a fish,1,standard,2,2,1
A man with tattoos is lounging on a couch and is looking for a pencil,A cow is eating hay,1,standard,2,2,1
A baby is playing with a dog ,A small boy is scolding a dog,1,standard,2,1,1
A black dog is walking through some tall grass,The black dog is walking through the tall grass,0,standard,0,1,1
A woman is frying fish,A woman is not frying fish,2,standard,2,0,1
A man is shooting with a gun,A man is rowing a canoe,1,standard,2,2,0
A black and a white dog are joyfully running on the grass,A black person in white is joyfully running with the dog on the grass,1,standard,0,1,1
A woman is breaking two eggs in a bowl,A woman is bowling two eggs to a break dancer ,1,standard,1,2,1
Four people are difficultly walking with difficulty across thick snow and the sun is setting,Some people are treading through the snow of the beautiful snowy landscape,1,standard,1,1,1
A man is playing a keyboard,A musician is playing a keyboard,0,standard,0,2,1
Two young men are sitting outside near a golden statue,Two young men are playing outside near a golden statue,1,standard,2,1,1
There is no man cutting onions,A woman is cutting an onion,1,standard,2,2,1
A cheetah is chasing its prey across a field,There is no cheetah quickly running behind its prey,2,standard,2,0,1
A truck is quickly going down a hill,Some water is being casually drunk by a cat,1,standard,2,2,1
A small guinea pig is gnawing and eating a piece of carrot on the floor,There is no small guinea pig gnawing and eating a piece of carrot on the floor,2,standard,2,2,1
Young men are dancing in front of some people,Two men are doing a funny skit with a boxer in front of a crowd of people,1,standard,1,1,1
Two children are rolling in clean water,Two boys are laying in the ocean close to the beach,1,standard,2,2,1
There is no classroom full of students looking in the same direction inside a bamboo structure,A group of students in uniforms is listening attentively at the front of the class,1,standard,2,1,1
