seed,ablation_strategy,premise,hypothesis,gold_label,heuristic,pred_full,prob_full_ent,prob_full_neu,prob_full_con,pred_hyp_only,prob_hyp_ent,prob_hyp_neu,prob_hyp_con,pred_prem_only,prob_prem_ent,prob_prem_neu,prob_prem_con
42,random,"UN official condemns attacks on civilians, calls for unhindered relief access February 7, 2017 As fresh violence flared up in the Ouham – Pende province of the Central African Republic, a United Nations humanitarian official has urged to protect civilians and provide them with unobstructed relief access. ""I urge all parties to the conflict to respect international humanitarian law and to ensure the protection of civilians,"" said Michel Yao, the Acting Humanitarian Coordinator in the country. ""Attack against aid workers is a crime against humanity,"" he added.",The call for unhindered relief access came on a Thursday.,2,standard,2,0.06984680145978928,2.659368146851193e-05,0.9301266074180603,2,0.04491082578897476,0.00011932956840610132,0.9549698829650879,2,0.030923033133149147,1.842962228693068e-05,0.9690585732460022
42,random,"Fiers (6-5) struck out six and picked up the win Saturday against the Rangers. He gave up one run on five hits and one walk over six innings. Fiers continued his good pitching of late, as he's now given up just a single run in three straight starts (21 innings), bringing his season ERA down to 3.65. However, this was his first win during the stretch, as the Tigers bats have done him no favors. Fiers won't have an easy time keeping his hot streak going, as his next start is scheduled for Friday in Houston.",Fiers does not play for the Rangers.,0,standard,2,0.03744269907474518,4.000043554697186e-05,0.9625173211097717,2,0.01592317409813404,0.000142006654641591,0.9839348196983337,2,0.023718660697340965,1.9685161532834172e-05,0.9762616157531738
42,random,Brown signed a reserve/future contract with the Rams on Monday. Brown spent the preseason with the Colts but finished the regular season on the Rams' practice squad. The 23-year-old will likely need to contribute on special teams if he is going to make the 2018 53-man roster.,Brown contains a q,2,standard,2,0.09575476497411728,1.7188507626997307e-05,0.9042280912399292,2,0.0861029252409935,4.1296985727967694e-05,0.9138558506965637,2,0.022941814735531807,3.049416591238696e-05,0.9770276546478271
42,random,"""You Make Me Feel So Good"" is the third single released by the American synthpop band Book of Love. The song was included on the band's eponymous debut album ""Book of Love"" in 1986. The song was written by band members Susan Ottaviano and Ted Ottaviano.",The book was released in 1986.,2,standard,0,0.773597776889801,5.188137038203422e-06,0.22639711201190948,2,0.03266696259379387,2.906639565480873e-05,0.967303991317749,2,0.02232733741402626,1.50461037264904e-05,0.9776575565338135
42,random,"Then , all at once , down at the far end of the garden , I saw a woman walking .<br>I thought at first that it must be Mary Sloane ; but , as she crossed a moonlit path , I saw it was not our old servant 's stout , homely figure .<br>This woman was tall and erect .<br>Although no suspicion of the truth came to me , something about her reminded me of Hester .<br>Even so had Hester liked to wander about the garden in the twilight .<br>I had seen her thus a thousand times .<br>I wondered who the woman could be .<br>Some neighbor , of course .<br>But what a strange way for her to come !",It was a neighbor,0,standard,0,0.8913872241973877,8.515345143678132e-06,0.10860426723957062,2,0.07027336955070496,6.893977842992172e-05,0.9296576976776123,2,0.03367814049124718,4.1556460928404704e-05,0.9662803411483765
42,random,"How to prepare filter coffee<br>Fill the machine with water. Most coffee makers will have a water reservoir which you'll need to fill before brewing. Only pour in as much water as you'd like to brew, since the machine will continue to brew until the reservoir is empty.",The water has to be filled fully,2,standard,2,0.2751867473125458,4.1939383663702756e-05,0.7247713804244995,2,0.0813613086938858,0.00020628930360544473,0.9184324145317078,2,0.031002486124634743,3.0226416129153222e-05,0.9689673185348511
42,random,"Victoria's Secret supermodel Adriana Lima confirms to People that she secretly got married (to basketball player Marko Jaric) on Valentine's Day! JJ reported on their engagement in June of 2008. The pair eloped in Jackson Hole, Wyoming in a small, private civil ceremony. Adriana said, ""We are so excited about our future together. And we are really looking forward to a big romantic wedding this summer with all of our friends and family.""  The happy couple will look to celebrate next in Adriana's native Brazil or Marko's native Serbia.",Jaric plays basketball in Serbia,1,standard,2,0.19416122138500214,9.94182028080104e-06,0.8058288097381592,2,0.02169646881520748,1.941343543876428e-05,0.9782840609550476,2,0.03103480115532875,2.478912938386202e-05,0.9689403772354126
42,random,"In the negotiations over the past two years, it is understandable that table 2 union members had no hesitation using their right to strike, which they had obtained on December 16, 1998. So, in a perfectly legal context, the union is exercising its means of pressure by holding rotating strikes across the country since January 18.",Strikes began on New Year's day.,2,standard,2,0.1200929507613182,8.503123535774648e-05,0.8798220753669739,2,0.08674320578575134,0.00017390387074556202,0.9130828380584717,2,0.02442673034965992,1.8807573724188842e-05,0.9755544066429138
42,random,"Cosmonaut Valery Polyakov set the record for the longest continuous amount of time spent in space, a staggering 438 days, between 1994 and 1995. He orbited the Earth 7000 times, witnessing 7000 sunrises and 7000 sunsets."," Valery Polyakov spent an incredible, staggering amount of time in space, over two years",2,standard,2,0.3991416394710541,4.146479841438122e-05,0.6008169054985046,2,0.11963456869125366,3.406038013054058e-05,0.8803313374519348,2,0.016115674749016762,2.1207759345998056e-05,0.983863115310669
42,random,"Wilhelm Killmayer (21 August 1927 – 20 August 2017) was a German composer of classical music, a conductor and an academic teacher of composition at the Hochschule für Musik und Theater München from 1973 to 1992. He composed symphonies and song cycles on poems by Friedrich Hölderlin, Joseph von Eichendorff, Georg Trakl and Peter Härtling, among others.",Wilhelm Killmayer passed away after his 95th birthday. ,2,standard,2,0.1479356437921524,0.00010835458670044318,0.8519559502601624,2,0.17514929175376892,0.00014868748257867992,0.8247019648551941,2,0.049051444977521896,2.238829438283574e-05,0.9509261250495911
42,random,"Anderson Souza Conceição (born 1 February 1994), known as Anderson Talisca or simply Talisca, is a Brazilian professional footballer who plays for Turkish club Beşiktaş, on loan from Portuguese club Benfica. He can play as an attacking midfielder or a forward.",Anderson Souza Conceição is from south america,0,standard,2,0.07786723971366882,5.657915608026087e-06,0.9221271276473999,2,0.06368568539619446,8.975360287877265e-06,0.9363054037094116,2,0.028790485113859177,1.5850398995098658e-05,0.9711937308311462
42,random,"One percent of America got $89 billion last year in a tax cut, but people working hard, playing by the rules, trying to take care of their kids, family values, that we're supposed to value so much in America -- I'm tired of politicians who talk about family values and don't value families.","One percent of Americans had to pay 89 billion dollars less than they would have to pay if there would be no tax cut, so they got to keep a lot more money",0,standard,2,0.38118648529052734,8.46962648211047e-05,0.6187288165092468,2,0.10293347388505936,6.472071254393086e-05,0.8970017433166504,2,0.015294491313397884,1.939022695296444e-05,0.9846861362457275
42,random,"The River Ure is a river in North Yorkshire, England, approximately 74 mi long from its source to the point where it changes name to the River Ouse. It is the principal river of Wensleydale, which is the only one of the major Dales now named after a village rather than its river. The old name for the valley was Yoredale after the river that runs through it.",The river is located in a town with the abbreviation NY,0,standard,0,0.6744330525398254,1.2531514585134573e-05,0.32555443048477173,2,0.2382247895002365,6.528485391754657e-05,0.7617099285125732,2,0.01672978512942791,2.0650399164878763e-05,0.9832495450973511
42,random,Drivers are reporting heavy traffic on the northbound M6 this morning following reports of debris on the road. The debris was reported to be at junction 28 for Leyland Way. No official lane closures were in place. Traffic is also reported to be slow leading onto the M65 in both directions between junctions 2 for the M61 and Junction 3 for Bolton Road. This is thought to have been caused by earlier flooding. Matrix signs have been set to 40mph.,Traffic is reported to be fast on M62.,1,standard,2,0.24656862020492554,1.855949085438624e-05,0.7534127831459045,2,0.07491111010313034,9.60405741352588e-05,0.9249927997589111,2,0.023500651121139526,1.5446827092091553e-05,0.9764838814735413
42,random,Japan's Toshiba Corp. announced Tuesday that it has developed the first laptop computer with its new HD DVD drive: a next-generation disc format it is promoting over a rival standard pushed by Sony Corp.,Sony and Toshiba are in the same business sector,0,standard,2,0.0623701848089695,7.040564469207311e-06,0.9376227855682373,2,0.05540573224425316,9.146220691036433e-06,0.9445850849151611,2,0.02227579802274704,1.649307341722306e-05,0.9777076840400696
42,random,"When it was first announced there would be another Grinch movie, not many were pleased. After the flop that was the 2000 live-action adaptation, another version of the green Christmas-hating creature was always going to be under heavy scrutiny. The Grinch, voiced by Benedict Cumberbatch, premiers in cinemas on Friday, November 9. Some like to know whether it's worth heading to the cinemas before taking the risk.","According to them, people disliked the 2000 movie",0,standard,2,0.22607296705245972,4.7750709200045094e-05,0.7738792896270752,2,0.010490802116692066,0.0001822227641241625,0.9893269538879395,2,0.026331283152103424,2.5911645934684202e-05,0.9736427664756775
42,random,"On Thursday, February 11, Ed Roberson will read at the University of Chicago. Roberson is the recipient of the 2015 Ron Offen prize and the subject of a special section in the upcoming issue of CR. He will read from his ten books of poetry and present unpublished work. Event co-sponsored by the Ron Offen Poetry Prize Fund and the Program in Poetry & Poetics Thursday, February 11, 6 PM Logan Center for the Arts Seminar Terrace, Room 801 University of Chicago 915 E. 60th St. Free admission",Roberson's poems will appear in a special section in the upcoming issue of CR.,1,standard,0,0.7535396814346313,4.585235728882253e-05,0.24641449749469757,2,0.13082891702651978,0.00039146680501289666,0.8687796592712402,2,0.03631310164928436,3.083032788708806e-05,0.9636560678482056
42,random,We have fought to try to raise the minimum wage in the last years. But the Republican leadership of the House and Senate won't even let us have a vote on it. We're not allowed to vote on it. They don't want to raise the minimum wage. The minimum wage is the lowest minimum wage value it has been in our nation in 50 years.,"The republican leaders do not want a higher minimum wage, that is the reason why they do not allow a vote on it",0,standard,2,0.49309784173965454,7.151917088776827e-05,0.5068307518959045,2,0.058841265738010406,0.00016523755039088428,0.9409934878349304,2,0.025019114837050438,2.9956927392049693e-05,0.9749508500099182
42,random,"LONDON, July 28 (Reuters) - Italy's Elio Verde beat Peru's Juan Postigos in the Olympic men's Judo 60kg last 64 at the 2012 London Games on Saturday. Verde won 0100-0001 at ExCeL in London to reach the next round. Results Table Elio Verde (Italy) beat Juan Postigos (Peru) 0100-0001 Kenny Alexander Godoy Godoy (Honduras) beat Zakari Gourouza (Niger) Betkil Shukvani (Georgia) beat Arnie Dickens (Australia) 0103-0000 Ludwig Paischer (Austria) beat Jacob Nel Gnahoui (Benin) 0100-0000",Juan Postigos is from South America.,0,standard,2,0.05904555693268776,1.8589980754768476e-05,0.9409358501434326,2,0.06338631361722946,2.1903470042161644e-05,0.9365918040275574,2,0.04460504278540611,2.0267012587282807e-05,0.9553746581077576
42,random,"Following a referendum on secession in a province the bill provides for the House of Commons to determine if a clear majority of the people in that province had clearly expressed a will to cease to be part of Canada, and it sets out factors to be considered in making its determination.", the House of Commons creates bills in Canada,1,standard,0,0.7657739520072937,4.013607849628897e-06,0.23422202467918396,2,0.0431629903614521,1.7954278519027866e-05,0.9568190574645996,2,0.016637805849313736,2.2497137251775712e-05,0.9833396673202515
42,random,"× Stop on by the Eastern & Alger Pop-Up Market GRAND RAPIDS, Mich.– Stop by the Eastern & Alger Pop-Up Market on Saturday for all kinds of goods. Happening from 9 a.m. to 3 p.m. at the Alger Heights Business District. Shoppers can find antiques, homemade decor, and original artwork. The market runs every third Saturday through October, so if you cannot make it, just catch it again next month. It doesn’t cost anything to go, but bring your wallet to grab some good finds.",The market can be visited the third saturday in september.,0,standard,2,0.35051971673965454,0.0001110186058213003,0.6493692398071289,2,0.08750516921281815,0.00024651805870234966,0.9122483730316162,2,0.032543912529945374,2.7241374482400715e-05,0.9674288034439087
42,random,"How to protect chicken combs from winter cold<br>Wait until the evening. To keep a better control over your birds, wait until they have entered the roost for the night before applying any covering. Overnight is when the temperature will be lowest, so it is when your chickens will be most susceptible to frostbite.",Chickens must be protected by their caretakers.,0,standard,2,0.25491636991500854,4.850283221458085e-05,0.7450351715087891,2,0.08039083331823349,0.0001069080171873793,0.9195022583007812,2,0.021394917741417885,1.863856778072659e-05,0.9785863757133484
42,random,"""24 Hours"" is a song by American singer TeeFlii. The song was released on May 12, 2014, by Excuse My Liquor and Epic Records as the lead single from his debut album ""Starr"". It was produced by frequent collaborator DJ Mustard and features American rapper 2 Chainz.",Epic records helped the artist ,0,standard,0,0.7160072922706604,6.045515419828007e-06,0.2839866578578949,2,0.15025262534618378,3.275019844295457e-05,0.8497146368026733,2,0.0496278777718544,1.3196910003898665e-05,0.9503589272499084
42,random,"Fredrik Herman Gade was born at Frogner Manor near Christiania (now Oslo), Norway. He was a son of United States consul Gerhard Gade (1834–1909) and his American-born wife Helen Allyne. He was a brother of John Allyne Gade, a nephew of Fredrik Georg Gade, Sr and a first cousin of Herman Gerhard Gade and Fredrik Georg Gade, Jr.",Fredrik Herman Gade was a father,1,standard,0,0.8047929406166077,4.66163874079939e-06,0.19520238041877747,2,0.13301576673984528,2.822539499902632e-05,0.8669559955596924,2,0.04484649747610092,2.342156039958354e-05,0.9551301002502441
42,random,"ISTANBUL, March 17 (Reuters) - Turkey’s central bank said on Tuesday it would maintain tight monetary policy until there was a significant improvement in the outlook for inflation. In a statement accompanying its decision to leave key interest rates unchanged, the bank said favourable developments in trade and the moderate course of consumer loans would help Turkey’s current account balance to improve.",The outlook for inflation is a key factor in their decisions. ,0,standard,0,0.8327341079711914,2.9782455385429785e-05,0.1672361046075821,2,0.1649579405784607,0.0001323298056377098,0.8349097371101379,2,0.021096808835864067,1.9961264115408994e-05,0.9788832068443298
42,random,Leaky Pen<br>Tom was at the bank. He was trying to fill out some papers. Unfortunately the bank's pen was leaky. It got all over Tom's hands. The bank apologized profusely.,The bank provided a pen to Tom.,0,standard,0,0.67610764503479,2.5933019060175866e-05,0.32386645674705505,2,0.017088545486330986,5.719928958569653e-05,0.9828542470932007,2,0.02777133136987686,3.3057414839277044e-05,0.972195565700531
42,random,"Historically, government intervention at all levels, but certainly at the national level, played a tremendous role in building the fabric of western Canada from the railway through to the oil and gas business through to the wheat board and all of the areas that are considered to be the jewels of the west.","Without the support of the government, the nation wouldn't be nearly as successful",0,standard,2,0.03739246726036072,5.1334263844182715e-05,0.9625561833381653,2,0.04027027636766434,7.738131535006687e-05,0.9596523642539978,2,0.029941769316792488,1.612708183529321e-05,0.9700421094894409
42,random,"The petitioners are drawing attention to the fact that our region has been heavily affected by the groundfish moratorium imposed by Fisheries and Oceans Canada back in May 1994. Since then, the Atlantic Groundfish Strategy, or TAGS, has been the only means of survival for a large part of our population.","Since 1994 the Atlantic Groundfish Strategy, or TAGS, has been not been the only means of survival for a small part of the population.",0,standard,2,0.3495754599571228,1.414798589394195e-05,0.6504103541374207,2,0.03839724883437157,3.652151644928381e-05,0.9615662693977356,2,0.01202164776623249,1.605124089110177e-05,0.9879623055458069
42,random,"Born into Brothels: Calcutta's Red Light Kids is a 2004 Indian-American documentary film about the children of prostitutes in Sonagachi, Kolkata's red light district. The widely acclaimed film, written and directed by Zana Briski and Ross Kauffman, won a string of accolades including the Academy Award for Best Documentary Feature in 2004.","Born into Brothels is a widely acclaimed film, written and directed by Ross Briski and Zana Kauffman",2,standard,0,0.7433474063873291,4.635736786440248e-06,0.2566479742527008,2,0.25154444575309753,2.215884524048306e-05,0.7484334111213684,2,0.024126682430505753,1.7029762602760457e-05,0.9758563041687012
42,random,"How to check the real bitrate of audio files<br>Understand the bit rate and its affection on the audio quality. Though audio quality depends on many elements such as frequency, compressing method, up-scaled, etc. , but for almost audio files downloaded on the internet, if the bit rate is high (~ 128 kbps or higher), then the sound will be clearer and "" more comfortable "" to hear.",The sound quality of something with 100 kbps will generally not be better than something with 200 kbps.,0,standard,2,0.09130030870437622,0.00018103251932188869,0.9085186719894409,2,0.09475335478782654,0.000673751172143966,0.9045728445053101,2,0.02444547601044178,3.679397559608333e-05,0.975517749786377
42,random,"How to write a korean song<br>Learn the language. Get rid of any thoughts such as "" ah, man! Why does it has to be the language first? ! "". In order to make a korean or any asian type song, you must know the language.",These songs might need you to learn a new language.,0,standard,0,0.7732791304588318,0.0002894864301197231,0.22643139958381653,2,0.2040826976299286,0.0017352098366245627,0.7941821217536926,2,0.05130547285079956,2.0952402337570675e-05,0.9486735463142395
42,random,"As his jubilant nation cheered, Yunus told reporters in the capital of Dhaka that he wants ""to work to create some more new things in the world"" and would use the award money to start a company to produce inexpensive yet nutritious food for poor people and set up an eye hospital to treat impoverished patients.",Yunus told reporters that he would not not not use the award money to not not start a company.,2,standard,0,0.5192511081695557,2.350405884499196e-05,0.48072537779808044,2,0.036545149981975555,0.00017795315943658352,0.9632768630981445,2,0.017370766028761864,1.7205660697072744e-05,0.9826120138168335
42,random,How to celebrate small victories in recovery<br>Continue your treatment. The single most effective way to celebrate recovery is to maintain it. Dealing with a mental health condition or addiction is challenging.,This article is talking about recovering from a broken bone.,2,standard,2,0.02572365291416645,9.435792890144512e-05,0.9741820096969604,2,0.052345991134643555,0.000552469165995717,0.9471015334129333,2,0.022130342200398445,1.4561682291969191e-05,0.9778550863265991
42,random,"What is certain, however, is that around 120,000 years ago, at least, the modern Homo sapiens first appeared and lived contemporaneously with the Neanderthal for at least 90,000 years, until the Neanderthal disappeared 30,000 years ago.","Homo sapiens lived at the same time as neanderthals for more than 30,000 years ",0,standard,0,0.5325083136558533,3.098149682045914e-05,0.4674607515335083,2,0.07777848839759827,4.811198959941976e-05,0.9221734404563904,2,0.01949896477162838,2.328403206774965e-05,0.9804777503013611
42,random,"Hudson County saw 25 people lose their lives last year in homicides. Still one of the lowest amounts in years. A building owned and managed by the Jersey City Housing Authority has been experiencing heat problems amid a cold weather snap. In Sports, St. Benedict's stuns top Hudson Catholic in boys basketball.",More than two dozen people were killed in Hudson County last year,0,standard,2,0.28406110405921936,3.442476372583769e-05,0.7159044742584229,2,0.1368219256401062,8.803462696960196e-05,0.8630900979042053,2,0.025837380439043045,1.9568944480852224e-05,0.9741430878639221
42,random,"Mount Pierce is a mountain in the Presidential Range in the White Mountains of New Hampshire that is approximately 4,310 feet (1,314 m) high. Formerly called Mount Clinton for 19th-century governor DeWitt Clinton of New York, in 1913 it was renamed after President Franklin Pierce (1804–69), the only president born in New Hampshire, although the newer name is not universally accepted.","Mount Pierce is lower than 2,500 feet.",2,standard,2,0.3423907160758972,3.978596578235738e-05,0.6575694680213928,2,0.08456479012966156,0.00012680244981311262,0.9153084754943848,2,0.022723281756043434,1.4814834685239475e-05,0.9772619009017944
42,random,"How to avoid distractions<br>Shut off your phone and other electronics. Before you dive into working, cleaning, writing or whatever else you need to do, turn off or silence your cell phone and anything else that might prove to be a distraction. This includes the tv, video games, etc.",You need to get out of the house to avoid distractions,1,standard,2,0.37480637431144714,1.635151966183912e-05,0.6251773238182068,2,0.12955689430236816,0.00015973442350514233,0.8702834248542786,2,0.028706727549433708,2.2669857571600005e-05,0.9712706208229065
42,random,"Saboot (English: ""Proof"") is an Indian crime series based on the ""howdunit"" format with Anita Kanwar, returning from a six-year hiatus, playing the lead role of CBI officer and Chief of Homicide, Inspector KC. Though it was inspired by many crime series, the ""howdunit"" format and KC's ""dishevelled appearance and clumsiness"" was based on Columbo.",Saboot is an indian series that was inspired by many foreign crime series with the exception of Colombo,2,standard,2,0.1777840107679367,1.354208325210493e-05,0.8222025036811829,2,0.16483096778392792,2.9387059839791618e-05,0.8351396918296814,2,0.030483152717351913,1.7019687220454216e-05,0.9694998264312744
42,random,"The measurement is not: Are we safer? The measurement is: Are we as safe as we ought to be? And there are a host of options that this president had available to him, like making sure that at all our ports in America containers are inspected. Only 95 percent of them -- 95 percent come in today uninspected. That's not good enough.","The speaker is complaining that the president has not personally inspected all of the containers coming into America, even though that's an option available to him.",2,standard,2,0.0683758556842804,0.00011795391037594527,0.9315061569213867,2,0.01788557693362236,0.00013361380842979997,0.9819807410240173,2,0.018496718257665634,4.136143616051413e-05,0.9814619421958923
42,random,"Nan followed , looking very important , with a large roll in her hand , and Demi escorted Daisy , both evidently brimful of some delightful secret .<br>The museum was all in order , and the sunshine among the hop-vines made pretty shadows on the floor as it peeped through the great window .",Nan is very important.,1,standard,0,0.9423067569732666,5.689137196895899e-06,0.05768753960728645,2,0.14560770988464355,0.0001562355610076338,0.8542360067367554,2,0.05960632115602493,1.754612458171323e-05,0.9403761029243469
42,random,"Jeffrey Wincott (born May 8, 1956) is a Canadian actor and martial artist best known for his Gemini Award-nominated lead role in the television series ""Night Heat."" Wincott currently lives and works in the United States, and has had numerous roles in film, television, and theatre. He is the older brother of actor Michael Wincott.",Jeffrey Wincott was born in 1956 during the eight month.,2,standard,2,0.12838324904441833,4.572638499666937e-05,0.8715710639953613,2,0.04426410794258118,5.0534374167909846e-05,0.9556854367256165,2,0.034555584192276,1.646044802328106e-05,0.9654279351234436
42,random,"Notley hopeful attacks on women politicians will fade in coming year After a politically nasty year that saw women politicians face a barrage of attacks on social media and angry demonstrators shouting to have them put behind bars, Premier Rachel Notley is optimistic there will be a return to civil discourse. In a year-end interview with CBC News, Notley reflected on 2016, a year that saw hateful social-media attacks against MLA Sandra Jansen, and chants of “Lock her up” directed at the premier at an anti-carbon tax rally in Edmonton.","Notley reflected on the chants of ""lock her up"" from previous to the year 2016.",2,standard,0,0.5122637748718262,4.177602386334911e-05,0.48769450187683105,2,0.10364047437906265,0.00014610265498049557,0.8962134122848511,2,0.029576770961284637,3.1973318982636556e-05,0.9703912138938904
42,random,"And we have a fundamental choice to make. Are we going to step up to the plate as a nation the way we did after World War II, the way that generation of heroes said okay, the United States is going to be the leader. And the world benefitted tremendously from the courage that they showed in those post-war years.",World War III will take place in 2025.,1,standard,2,0.09588425606489182,0.00013131185551173985,0.9039843678474426,2,0.10201577097177505,9.882835001917556e-05,0.8978854417800903,2,0.02160317450761795,2.0981269699404947e-05,0.9783758521080017
42,random,"To the world, M. Larry Lawrence, the new U.S. emissary to Switzerland who hosted President Clinton on his Southern California vacation, will be known as Mr. Ambassador.",President Clinton is still president. ,2,standard,2,0.0841790959239006,4.608406743500382e-05,0.9157748222351074,2,0.049860019236803055,5.894350397284143e-05,0.9500811100006104,2,0.033297471702098846,1.7916638171300292e-05,0.9666846394538879
42,random,"-- what weighs in that balance, because to go back for one second, in practical, economic terms I gather the difference between a copyright that lasts for 100 years, lasts for 1,000 years, lasts forever, is probably something less than 1,000 -- on $1,000 a penny.",A penny does not equal $1000,0,standard,2,0.11229264736175537,9.678563947090879e-05,0.8876106142997742,2,0.03073759935796261,0.0002224316558567807,0.9690399765968323,2,0.021778667345643044,3.300212847534567e-05,0.9781883955001831
42,random,"A Red Bull and a Colonel on a horse will come , but first , my father said , will come the two men making ready the ground for these matters .<br>That is how my father said they always did ; and it is always so when men work magic . '<br>If the woman had sent Kim up to the local Jadoo-Gher with those papers , he would , of course , have been taken over by the Provincial Lodge , and sent to the Masonic Orphanage in the Hills ; but what she had heard of magic she distrusted .",Kim learned magic at the Masonic Orphanage.,2,standard,0,0.7655547857284546,3.0090890504652634e-05,0.23441512882709503,2,0.0444929338991642,6.363143620546907e-05,0.9554434418678284,2,0.03130408376455307,2.703879727050662e-05,0.9686689376831055
42,random,Catch the Thief<br>The police were trying to catch a neighborhood thief. They decided to stake-out the entire area that night. They didn't catch the thief so decided to continue the stake-out. Four nights later they saw the thief. All the police officers rushed to grab the guy and they caught him.,They staked him out on either a Monday or a Tuesday.,1,standard,2,0.11741646379232407,9.317452349932864e-05,0.882490336894989,2,0.028564725071191788,0.00014614855172112584,0.9712890982627869,2,0.022281460464000702,3.7617897760355845e-05,0.9776809215545654
